pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 64
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 701541
number of failed transactions: 0 (0.000%)
latency average = 0.900 ms
initial connection time = 153.030 ms
tps = 71117.457074 (without initial connection time)
===LOGS===
1 5 274 0 1788978164 69657
6 8 251 0 1788978164 70247
2 10 721 0 1788978164 71794
6 21 196 0 1788978164 73622
7 28 133 0 1788978164 73997
4 29 512 0 1788978164 74143
4 32 94 0 1788978164 75170
6 24 843 0 1788978164 75209
3 26 220 0 1788978164 76115
4 37 462 0 1788978164 76439
3 28 324 0 1788978164 76785
7 44 104 0 1788978164 80952
7 51 96 0 1788978164 81957
0 26 407 0 1788978164 82252
7 56 143 0 1788978164 82697
4 69 313 0 1788978164 84633
5 27 272 0 1788978164 84971
7 70 159 0 1788978164 85268
2 32 2044 0 1788978164 85606
7 71 441 0 1788978164 85712
3 54 412 0 1788978164 86622
4 80 238 0 1788978164 87500
7 76 767 0 1788978164 87578
6 60 419 0 1788978164 90524
7 106 342 0 1788978164 94832
0 44 467 0 1788978164 95761
3 72 332 0 1788978164 96324
7 127 191 0 1788978164 100050
7 131 157 0 1788978164 100725
1 53 1754 0 1788978164 101525
7 135 271 0 1788978164 101622
4 151 334 0 1788978164 108020
7 168 233 0 1788978164 110314
3 101 681 0 1788978164 117918
6 98 705 0 1788978164 118602
4 190 810 0 1788978164 119321
3 103 1242 0 1788978164 119735
7 204 233 0 1788978164 120406
6 100 653 0 1788978164 120531
3 106 672 0 1788978164 121696
7 209 251 0 1788978164 121855
6 102 737 0 1788978164 121960
7 215 273 0 1788978164 123574
4 208 725 0 1788978164 124720
4 215 271 0 1788978164 126812
1 90 611 0 1788978164 128440
6 118 176 0 1788978164 130393
3 120 409 0 1788978164 130474
4 239 120 0 1788978164 132082
3 128 928 0 1788978164 137670
6 126 322 0 1788978164 138134
5 97 936 0 1788978164 138862
6 130 706 0 1788978164 140437
6 131 171 0 1788978164 140636
3 137 223 0 1788978164 141733
5 102 396 0 1788978164 141762
4 308 77 0 1788978164 144404
1 115 621 0 1788978164 145259
0 115 211 0 1788978164 146872
5 111 78 0 1788978164 147179
4 330 84 0 1788978164 147679
7 267 411 0 1788978164 150012
4 354 98 0 1788978164 151724
1 125 381 0 1788978164 151984
4 359 193 0 1788978164 152696
4 372 230 0 1788978164 154818
5 124 414 0 1788978164 155275
3 162 232 0 1788978164 155948
1 133 282 0 1788978164 156046
3 163 286 0 1788978164 156241
0 132 1108 0 1788978164 158184
2 102 671 0 1788978164 158431
4 397 381 0 1788978164 159798
7 290 497 0 1788978164 160019
4 399 195 0 1788978164 160236
5 136 1111 0 1788978164 163482
3 186 356 0 1788978164 171738
1 153 108 0 1788978164 173375
0 151 1228 0 1788978164 174105
3 193 935 0 1788978164 175156
6 195 296 0 1788978164 177169
4 456 288 0 1788978164 178935
0 158 1410 0 1788978164 185553
3 225 187 0 1788978164 186506
2 125 1948 0 1788978164 187883
3 228 1755 0 1788978164 188888
7 337 600 0 1788978164 189930
6 229 330 0 1788978164 190772
3 233 169 0 1788978164 190945
2 129 821 0 1788978164 191635
3 238 487 0 1788978164 193219
3 239 291 0 1788978164 193531
7 350 160 0 1788978164 194124
0 165 2182 0 1788978164 195405
3 258 244 0 1788978164 203387
1 172 2555 0 1788978164 207999
2 141 1737 0 1788978164 208079
7 412 524 0 1788978164 210297
6 271 316 0 1788978164 210370
4 598 97 0 1788978164 211991
4 609 220 0 1788978164 213885
4 621 199 0 1788978164 216016
2 151 1212 0 1788978164 216980
5 170 2745 0 1788978164 219374
3 307 329 0 1788978164 221452
5 171 2526 0 1788978164 221942
7 445 697 0 1788978164 223603
3 319 336 0 1788978164 225440
6 318 299 0 1788978164 226644
4 669 300 0 1788978164 227036
5 173 3746 0 1788978164 228053
6 323 227 0 1788978164 228166
6 329 0 0 1788978164 229716
4 705 203 0 1788978164 235996
6 347 308 0 1788978164 236116
4 713 146 0 1788978164 237720
3 356 386 0 1788978164 237937
7 474 324 0 1788978164 238150
4 715 200 0 1788978164 238176
4 723 349 0 1788978164 240254
3 364 403 0 1788978164 241034
3 372 147 0 1788978164 243266
6 364 857 0 1788978164 243272
3 377 119 0 1788978164 244083
