pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 64
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 704290
number of failed transactions: 0 (0.000%)
latency average = 0.897 ms
initial connection time = 155.412 ms
tps = 71322.897000 (without initial connection time)
===LOGS===
2 1 6766 0 1788646276 953861
1 2 1315 0 1788646276 955139
5 2 1195 0 1788646276 955150
4 4 0 0 1788646276 955941
2 3 1281 0 1788646276 956461
3 5 0 0 1788646276 959097
5 6 0 0 1788646276 960207
5 7 0 0 1788646276 960992
0 10 0 0 1788646276 963048
1 10 0 0 1788646276 963173
1 11 0 0 1788646276 964209
3 11 0 0 1788646276 964494
2 12 0 0 1788646276 965381
3 12 0 0 1788646276 965559
2 13 0 0 1788646276 967175
5 13 0 0 1788646276 968348
5 14 0 0 1788646276 969666
1 15 0 0 1788646276 970631
2 15 0 0 1788646276 971004
5 15 0 0 1788646276 971558
3 17 0 0 1788646276 974785
2 18 0 0 1788646276 977846
3 19 0 0 1788646276 980867
0 20 0 0 1788646276 981990
1 24 0 0 1788646276 991498
5 24 0 0 1788646276 992053
0 25 0 0 1788646276 992449
2 25 0 0 1788646276 993179
3 25 0 0 1788646276 993592
7 25 0 0 1788646276 996799
7 26 0 0 1788646276 998359
0 28 0 0 1788646276 998760
5 29 0 0 1788646277 2199
2 30 0 0 1788646277 3281
1 31 0 0 1788646277 4670
5 31 0 0 1788646277 6068
2 32 0 0 1788646277 7135
1 33 0 0 1788646277 8128
2 33 0 0 1788646277 8413
2 34 0 0 1788646277 10119
5 35 0 0 1788646277 13544
7 34 0 0 1788646277 13681
5 38 0 0 1788646277 21172
7 38 0 0 1788646277 27968
5 40 0 0 1788646277 35367
7 40 0 0 1788646277 49079
7 42 1443 0 1788646277 53022
0 45 0 0 1788646277 53604
3 44 0 0 1788646277 54219
7 44 1750 0 1788646277 56566
0 48 967 0 1788646277 58882
1 48 954 0 1788646277 58888
2 47 944 0 1788646277 58892
0 49 1529 0 1788646277 60436
7 47 770 0 1788646277 60458
1 50 890 0 1788646277 61369
6 19 0 0 1788646277 62478
2 50 1528 0 1788646277 62950
3 50 1521 0 1788646277 62957
0 54 1277 0 1788646277 66075
2 54 138 0 1788646277 66192
0 56 731 0 1788646277 66926
6 23 912 0 1788646277 66947
6 24 0 0 1788646277 67985
2 56 1209 0 1788646277 68197
3 55 1161 0 1788646277 69432
2 59 1167 0 1788646277 72414
6 28 1660 0 1788646277 72617
6 29 0 0 1788646277 73821
4 29 0 0 1788646277 75062
3 60 846 0 1788646277 78571
4 32 2215 0 1788646277 78579
5 59 835 0 1788646277 78584
7 59 927 0 1788646277 81134
2 64 0 0 1788646277 81965
2 66 0 0 1788646277 83218
0 72 0 0 1788646277 85949
0 73 0 0 1788646277 86708
0 74 0 0 1788646277 87475
0 78 0 0 1788646277 92307
6 40 0 0 1788646277 93170
0 79 0 0 1788646277 93331
0 80 1274 0 1788646277 95355
7 61 3484 0 1788646277 95380
4 49 493 0 1788646277 99123
1 77 0 0 1788646277 102725
0 86 3840 0 1788646277 102930
4 54 213 0 1788646277 102942
6 48 1135 0 1788646277 102949
5 66 869 0 1788646277 104929
5 67 621 0 1788646277 106933
4 58 0 0 1788646277 108106
0 91 0 0 1788646277 108308
2 85 0 0 1788646277 109095
1 85 0 0 1788646277 109985
0 94 0 0 1788646277 111420
6 55 0 0 1788646277 111913
6 57 0 0 1788646277 113421
