pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 64
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 656440
number of failed transactions: 0 (0.000%)
latency average = 0.962 ms
initial connection time = 165.128 ms
tps = 66522.361258 (without initial connection time)
===LOGS===
2 1 16237 0 1788866962 41769
1 6 458 0 1788866962 48545
7 9 460 0 1788866962 50784
1 11 829 0 1788866962 51427
1 12 916 0 1788866962 52347
2 12 808 0 1788866962 52412
6 13 216 0 1788866962 52733
7 18 645 0 1788866962 55682
0 17 2493 0 1788866962 59100
6 35 521 0 1788866962 64295
5 22 616 0 1788866962 65971
2 38 220 0 1788866962 66555
4 32 519 0 1788866962 66561
4 44 222 0 1788866962 70514
7 51 119 0 1788866962 72023
6 57 459 0 1788866962 72577
5 35 551 0 1788866962 73302
5 48 152 0 1788866962 84937
6 76 1012 0 1788866962 85349
4 72 417 0 1788866962 86328
3 50 307 0 1788866962 87861
6 80 283 0 1788866962 87909
3 52 0 0 1788866962 88134
5 53 262 0 1788866962 88399
4 77 188 0 1788866962 88845
3 59 123 0 1788866962 89164
7 78 472 0 1788866962 89272
3 71 161 0 1788866962 90839
4 86 283 0 1788866962 91400
3 88 171 0 1788866962 93474
2 101 155 0 1788866962 93640
1 113 232 0 1788866962 94314
4 96 286 0 1788866962 94429
1 126 659 0 1788866962 98326
1 127 2278 0 1788866962 100636
0 61 819 0 1788866962 105032
2 125 1428 0 1788866962 106405
3 109 102 0 1788866962 108886
2 130 285 0 1788866962 108934
1 142 212 0 1788866962 108974
4 121 1881 0 1788866962 110686
3 114 116 0 1788866962 111244
3 120 445 0 1788866962 112785
3 124 457 0 1788866962 114161
3 130 172 0 1788866962 117714
7 94 824 0 1788866962 117919
5 82 1878 0 1788866962 120752
2 133 711 0 1788866962 123059
3 143 424 0 1788866962 123950
1 146 346 0 1788866962 124159
1 152 364 0 1788866962 126383
4 131 392 0 1788866962 126390
2 142 300 0 1788866962 126504
3 148 527 0 1788866962 126508
3 150 270 0 1788866962 127268
7 100 1298 0 1788866962 129643
4 144 459 0 1788866962 131268
2 158 277 0 1788866962 133748
2 166 305 0 1788866962 136878
1 177 530 0 1788866962 138193
1 182 166 0 1788866962 141399
1 183 197 0 1788866962 141602
2 183 498 0 1788866962 144579
6 113 1365 0 1788866962 149790
2 201 465 0 1788866962 154764
4 203 287 0 1788866962 155478
3 177 785 0 1788866962 159126
4 216 588 0 1788866962 161759
1 233 255 0 1788866962 164639
7 132 981 0 1788866962 165157
7 133 920 0 1788866962 166080
6 133 1145 0 1788866962 168465
5 110 2218 0 1788866962 168608
2 228 894 0 1788866962 169856
5 111 1429 0 1788866962 170060
7 139 768 0 1788866962 172820
1 248 707 0 1788866962 174753
3 195 814 0 1788866962 174878
5 120 1209 0 1788866962 179540
6 150 684 0 1788866962 181681
0 152 1462 0 1788866962 181834
2 254 428 0 1788866962 184849
6 164 1064 0 1788866962 190656
7 161 568 0 1788866962 192941
2 264 212 0 1788866962 195945
1 284 246 0 1788866962 197074
0 163 1178 0 1788866962 197258
1 292 343 0 1788866962 199181
7 169 1043 0 1788866962 200008
7 170 612 0 1788866962 200793
4 289 221 0 1788866962 201047
6 179 455 0 1788866962 201335
1 305 309 0 1788866962 202566
1 312 368 0 1788866962 205300
3 224 461 0 1788866962 208022
5 139 1524 0 1788866962 208799
3 225 1241 0 1788866962 209303
7 183 1018 0 1788866962 212194
3 229 2432 0 1788866962 214218
3 230 1511 0 1788866962 215742
1 344 378 0 1788866962 218211
0 188 554 0 1788866962 221711
4 350 1247 0 1788866962 227214
6 224 425 0 1788866962 230012
1 381 270 0 1788866962 232098
4 375 374 0 1788866962 236249
0 211 680 0 1788866962 238169
1 401 347 0 1788866962 238542
5 160 1429 0 1788866962 240539
1 412 397 0 1788866962 241956
7 214 645 0 1788866962 242052
3 265 844 0 1788866962 244540
4 402 171 0 1788866962 244793
1 423 221 0 1788866962 245129
3 267 814 0 1788866962 246170
6 258 717 0 1788866962 247840
4 413 506 0 1788866962 249280
4 421 1552 0 1788866962 256653
3 276 969 0 1788866962 257268
1 447 1005 0 1788866962 258766
1 452 1180 0 1788866962 262871
4 432 657 0 1788866962 264394
7 241 728 0 1788866962 268853
1 461 377 0 1788866962 269796
3 298 629 0 1788866962 273545
7 253 412 0 1788866962 279816
6 306 2181 0 1788866962 286640
2 426 928 0 1788866962 288055
0 257 513 0 1788866962 292304
6 313 481 0 1788866962 292318
3 324 826 0 1788866962 292406
3 331 577 0 1788866962 296949
3 333 730 0 1788866962 298353
2 446 618 0 1788866962 298989
4 483 833 0 1788866962 302111
2 455 329 0 1788866962 303218
3 342 491 0 1788866962 304595
0 293 405 0 1788866962 304939
4 495 682 0 1788866962 307641
7 297 466 0 1788866962 311566
6 349 353 0 1788866962 312552
0 318 414 0 1788866962 315006
5 202 1340 0 1788866962 315134
4 497 588 0 1788866962 317683
3 365 597 0 1788866962 317983
7 308 518 0 1788866962 318180
5 206 3726 0 1788866962 329272
6 379 532 0 1788866962 331489
7 331 598 0 1788866962 332198
1 545 810 0 1788866962 332262
4 519 632 0 1788866962 333156
7 336 667 0 1788866962 335248
6 398 569 0 1788866962 342467
6 399 465 0 1788866962 342936
3 409 748 0 1788866962 346518
4 540 503 0 1788866962 347517
7 353 960 0 1788866962 348392
2 522 849 0 1788866962 355710
1 577 688 0 1788866962 356599
2 524 825 0 1788866962 357254
2 533 650 0 1788866962 363646
6 425 569 0 1788866962 367224
2 541 952 0 1788866962 371216
7 387 702 0 1788866962 371243
3 447 1265 0 1788866962 373713
4 578 418 0 1788866962 377521
6 451 799 0 1788866962 382786
7 412 313 0 1788866962 389432
4 589 749 0 1788866962 390864
7 420 565 0 1788866962 394051
6 463 681 0 1788866962 398096
3 487 832 0 1788866962 406384
6 467 462 0 1788866962 406626
4 609 488 0 1788866962 408224
0 401 397 0 1788866962 408348
4 614 794 0 1788866962 411569
7 442 421 0 1788866962 412305
6 479 798 0 1788866962 413917
3 501 810 0 1788866962 415816
6 484 584 0 1788866962 417012
7 451 738 0 1788866962 417601
