pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 64
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 712593
number of failed transactions: 0 (0.000%)
latency average = 0.886 ms
initial connection time = 159.117 ms
tps = 72219.999319 (without initial connection time)
===LOGS===
4 1 9044 0 1788863810 249399
5 10 0 0 1788863810 255609
6 12 0 0 1788863810 257591
7 8 1136 0 1788863810 260166
6 15 854 0 1788863810 260851
5 21 561 0 1788863810 262226
0 12 3884 0 1788863810 262326
1 31 301 0 1788863810 264051
1 36 449 0 1788863810 266298
7 24 360 0 1788863810 268589
7 26 498 0 1788863810 269561
5 37 526 0 1788863810 270490
7 30 264 0 1788863810 271068
0 25 821 0 1788863810 271430
2 17 2708 0 1788863810 271752
2 18 431 0 1788863810 272187
0 27 161 0 1788863810 272432
4 33 411 0 1788863810 273003
3 55 211 0 1788863810 274782
4 38 467 0 1788863810 275872
3 63 120 0 1788863810 275912
3 94 0 0 1788863810 279764
7 47 493 0 1788863810 279792
3 95 188 0 1788863810 279955
1 86 145 0 1788863810 280104
0 41 518 0 1788863810 280917
1 91 207 0 1788863810 280929
3 108 79 0 1788863810 281411
7 60 328 0 1788863810 283955
3 136 111 0 1788863810 284386
3 137 121 0 1788863810 284517
7 65 344 0 1788863810 285633
6 78 236 0 1788863810 288319
1 137 86 0 1788863810 288343
4 64 234 0 1788863810 288350
3 169 251 0 1788863810 289671
4 67 730 0 1788863810 289782
1 145 166 0 1788863810 289808
1 161 263 0 1788863810 292910
6 102 344 0 1788863810 293040
1 163 141 0 1788863810 293272
3 190 339 0 1788863810 293873
1 166 246 0 1788863810 293936
1 168 114 0 1788863810 294192
5 111 399 0 1788863810 294301
5 113 84 0 1788863810 294645
6 120 319 0 1788863810 296495
6 123 131 0 1788863810 297261
0 60 201 0 1788863810 297466
7 114 181 0 1788863810 298063
6 127 160 0 1788863810 298152
6 128 139 0 1788863810 298322
6 137 188 0 1788863810 300074
1 197 253 0 1788863810 300665
7 138 121 0 1788863810 303215
5 153 475 0 1788863810 304219
1 222 267 0 1788863810 305703
5 157 296 0 1788863810 305826
7 145 237 0 1788863810 306095
2 52 1047 0 1788863810 307480
2 53 440 0 1788863810 307924
7 157 95 0 1788863810 308313
3 274 245 0 1788863810 308538
4 104 734 0 1788863810 309432
6 171 151 0 1788863810 310671
5 174 154 0 1788863810 310808
5 178 246 0 1788863810 311602
3 292 203 0 1788863810 311879
5 183 115 0 1788863810 312324
5 185 119 0 1788863810 312665
5 189 70 0 1788863810 313098
7 178 438 0 1788863810 313392
3 300 103 0 1788863810 314466
3 305 295 0 1788863810 315989
2 64 870 0 1788863810 316406
6 192 244 0 1788863810 316902
5 220 246 0 1788863810 321146
1 273 305 0 1788863810 325863
7 217 209 0 1788863810 327594
5 237 317 0 1788863810 328806
3 345 96 0 1788863810 328922
0 96 661 0 1788863810 328942
5 244 554 0 1788863810 333114
