pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 32
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 782458
number of failed transactions: 0 (0.000%)
latency average = 0.405 ms
initial connection time = 91.728 ms
tps = 78923.770977 (without initial connection time)
===LOGS===
2 2 0 0 1788977856 712004
2 20 0 0 1788977856 746667
3 25 200 0 1788977856 758634
3 51 132 0 1788977856 765130
1 64 154 0 1788977856 767736
2 72 176 0 1788977856 770804
3 75 294 0 1788977856 771888
2 94 85 0 1788977856 773307
1 89 149 0 1788977856 774194
3 88 174 0 1788977856 774295
2 108 81 0 1788977856 775116
1 102 169 0 1788977856 776417
2 123 94 0 1788977856 776949
3 108 311 0 1788977856 778053
0 12 330 0 1788977856 779417
3 120 164 0 1788977856 780135
3 126 156 0 1788977856 781289
1 132 183 0 1788977856 782147
2 166 85 0 1788977856 782601
1 136 143 0 1788977856 783028
2 199 219 0 1788977856 790022
3 161 350 0 1788977856 792021
3 162 491 0 1788977856 792535
1 162 429 0 1788977856 792658
0 51 200 0 1788977856 793276
2 220 157 0 1788977856 794487
2 224 211 0 1788977856 795414
3 172 352 0 1788977856 797270
2 263 0 0 1788977856 801741
2 268 0 0 1788977856 802234
2 284 0 0 1788977856 804812
2 311 0 0 1788977856 809018
2 314 0 0 1788977856 809569
3 175 21576 0 1788977856 819689
0 77 219 0 1788977856 820801
3 176 1029 0 1788977856 820810
2 388 167 0 1788977856 821180
0 79 207 0 1788977856 821204
1 178 2403 0 1788977856 822122
2 399 85 0 1788977856 822522
2 401 178 0 1788977856 822883
1 180 1038 0 1788977856 823339
2 409 124 0 1788977856 823747
2 432 118 0 1788977856 826929
2 444 107 0 1788977856 828876
2 449 174 0 1788977856 829681
3 186 750 0 1788977856 829830
1 189 544 0 1788977856 830507
1 192 348 0 1788977856 832261
0 104 268 0 1788977856 833392
0 124 150 0 1788977856 837300
1 208 318 0 1788977856 837952
0 158 124 0 1788977856 842883
2 493 921 0 1788977856 844559
3 228 382 0 1788977856 844991
3 235 240 0 1788977856 846766
1 229 600 0 1788977856 847370
1 233 278 0 1788977856 848931
0 205 77 0 1788977856 860144
1 263 479 0 1788977856 864634
3 274 214 0 1788977856 864752
3 275 350 0 1788977856 865106
3 279 568 0 1788977856 869895
3 285 320 0 1788977856 872015
2 545 1331 0 1788977856 875489
2 547 243 0 1788977856 875893
1 282 476 0 1788977856 877103
3 295 237 0 1788977856 877572
3 303 235 0 1788977856 879545
1 293 156 0 1788977856 879909
1 297 448 0 1788977856 881323
1 299 228 0 1788977856 881916
0 239 106 0 1788977856 884948
3 314 399 0 1788977856 885160
3 320 80 0 1788977856 886391
0 249 362 0 1788977856 887062
1 315 236 0 1788977856 887069
3 324 800 0 1788977856 887905
0 261 70 0 1788977856 888885
0 266 87 0 1788977856 889430
2 604 0 0 1788977856 894739
2 622 0 0 1788977856 898650
2 644 212 0 1788977856 904189
1 367 198 0 1788977856 905359
1 373 86 0 1788977856 906694
0 299 191 0 1788977856 910835
0 311 176 0 1788977856 913385
1 395 204 0 1788977856 913539
2 689 420 0 1788977856 916270
2 694 229 0 1788977856 917576
1 410 0 0 1788977856 918552
0 344 113 0 1788977856 920766
2 711 171 0 1788977856 921846
1 433 264 0 1788977856 926119
3 424 106 0 1788977856 926249
0 377 188 0 1788977856 926639
1 436 270 0 1788977856 927076
0 385 120 0 1788977856 928326
2 732 260 0 1788977856 928899
2 733 322 0 1788977856 929303
2 736 312 0 1788977856 932856
1 448 322 0 1788977856 933358
1 455 184 0 1788977856 935202
2 750 385 0 1788977856 936957
3 467 1077 0 1788977856 938172
0 433 169 0 1788977856 940889
2 759 367 0 1788977856 941173
0 444 107 0 1788977856 942955
0 447 191 0 1788977856 943447
3 491 110 0 1788977856 943474
1 484 337 0 1788977856 943897
2 771 521 0 1788977856 945474
0 466 140 0 1788977856 946894
0 478 112 0 1788977856 948932
3 521 193 0 1788977856 949460
2 788 222 0 1788977856 950297
3 541 94 0 1788977856 953486
1 530 0 0 1788977856 956724
0 537 0 0 1788977856 961171
0 538 158 0 1788977856 961455
1 551 382 0 1788977856 961816
0 549 169 0 1788977856 963718
3 572 170 0 1788977856 963815
0 551 170 0 1788977856 964069
1 563 343 0 1788977856 966796
3 579 177 0 1788977856 966802
3 581 150 0 1788977856 967333
1 569 222 0 1788977856 968278
2 836 284 0 1788977856 968775
3 597 293 0 1788977856 971224
0 583 264 0 1788977856 971575
1 583 239 0 1788977856 972689
0 596 184 0 1788977856 974157
2 854 97 0 1788977856 974164
3 612 242 0 1788977856 974752
0 601 199 0 1788977856 975134
0 603 169 0 1788977856 975552
3 645 201 0 1788977856 982840
2 887 230 0 1788977856 984890
0 654 229 0 1788977856 990442
0 666 309 0 1788977856 993503
3 678 206 0 1788977856 994554
2 910 308 0 1788977856 994739
0 673 217 0 1788977856 995073
1 646 398 0 1788977856 995925
0 688 0 0 1788977856 999797
2 930 117 0 1788977857 5989
2 932 89 0 1788977857 6495
0 714 106 0 1788977857 6583
2 943 288 0 1788977857 10069
3 723 305 0 1788977857 10306
2 956 440 0 1788977857 13881
2 962 674 0 1788977857 16367
0 752 160 0 1788977857 18128
3 753 147 0 1788977857 18831
0 769 244 0 1788977857 22238
2 975 0 0 1788977857 22988
0 777 483 0 1788977857 30574
1 716 469 0 1788977857 31026
3 779 319 0 1788977857 33850
1 724 343 0 1788977857 34198
1 729 0 0 1788977857 36223
3 797 331 0 1788977857 45604
0 797 0 0 1788977857 45746
0 807 0 0 1788977857 51313
0 808 0 0 1788977857 51767
