pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 8
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 869219
number of failed transactions: 0 (0.000%)
latency average = 0.092 ms
initial connection time = 19.674 ms
tps = 87067.659970 (without initial connection time)
===LOGS===
0 3 123 0 1788977824 319647
0 21 96 0 1788977824 321234
0 34 78 0 1788977824 322163
0 47 93 0 1788977824 323338
0 57 76 0 1788977824 324299
0 67 60 0 1788977824 325015
0 100 70 0 1788977824 327523
0 106 69 0 1788977824 327965
0 174 99 0 1788977824 333514
0 182 117 0 1788977824 334470
0 205 66 0 1788977824 336206
0 232 77 0 1788977824 338158
0 244 67 0 1788977824 339050
0 269 67 0 1788977824 340870
0 302 0 0 1788977824 342784
0 323 0 0 1788977824 344131
0 376 71 0 1788977824 347949
0 378 72 0 1788977824 348097
0 402 43 0 1788977824 349772
0 407 68 0 1788977824 350082
0 453 66 0 1788977824 353089
0 466 88 0 1788977824 354230
0 467 74 0 1788977824 354309
0 472 0 0 1788977824 355874
0 483 67 0 1788977824 357638
0 498 65 0 1788977824 358894
0 504 96 0 1788977824 359539
0 517 81 0 1788977824 360722
0 528 71 0 1788977824 361568
0 583 71 0 1788977824 365608
0 602 77 0 1788977824 367139
0 687 69 0 1788977824 373518
0 726 70 0 1788977824 376345
0 751 78 0 1788977824 378217
0 755 75 0 1788977824 378522
0 804 71 0 1788977824 382097
0 806 70 0 1788977824 382244
0 835 68 0 1788977824 384320
0 841 72 0 1788977824 384762
0 842 69 0 1788977824 384835
0 884 67 0 1788977824 387854
0 924 160 0 1788977824 393966
0 930 67 0 1788977824 394411
0 937 72 0 1788977824 394909
0 953 104 0 1788977824 396189
0 962 74 0 1788977824 396849
0 1050 87 0 1788977824 406945
0 1056 81 0 1788977824 407441
0 1075 99 0 1788977824 410085
0 1079 85 0 1788977824 410431
0 1120 67 0 1788977824 413900
0 1122 68 0 1788977824 414042
0 1132 68 0 1788977824 414778
0 1143 72 0 1788977824 415606
0 1237 79 0 1788977824 422594
0 1242 68 0 1788977824 423069
0 1265 78 0 1788977824 424832
0 1282 67 0 1788977824 426268
0 1296 68 0 1788977824 427235
0 1297 69 0 1788977824 427307
0 1321 91 0 1788977824 429045
0 1365 65 0 1788977824 432124
0 1382 99 0 1788977824 433397
0 1384 82 0 1788977824 433565
0 1386 78 0 1788977824 433732
0 1406 71 0 1788977824 435181
0 1458 81 0 1788977824 439406
0 1475 81 0 1788977824 440884
0 1542 87 0 1788977824 447391
0 1552 86 0 1788977824 451296
0 1571 0 0 1788977824 453014
0 1583 185 0 1788977824 454073
0 1587 89 0 1788977824 454399
0 1588 298 0 1788977824 454700
0 1592 84 0 1788977824 455296
0 1594 151 0 1788977824 455534
0 1597 80 0 1788977824 455813
0 1619 85 0 1788977824 458637
0 1642 78 0 1788977824 460383
0 1673 72 0 1788977824 463364
0 1676 68 0 1788977824 463578
0 1679 70 0 1788977824 463822
0 1688 67 0 1788977824 464848
0 1711 72 0 1788977824 468250
0 1715 361 0 1788977824 468831
0 1721 147 0 1788977824 469996
0 1736 72 0 1788977824 472121
0 1748 69 0 1788977824 473516
0 1751 67 0 1788977824 473727
0 1800 71 0 1788977824 479323
0 1803 81 0 1788977824 479875
0 1821 402 0 1788977824 484059
0 1865 75 0 1788977824 489450
0 1899 90 0 1788977824 494152
0 1923 74 0 1788977824 495921
0 1969 84 0 1788977824 500014
0 2007 77 0 1788977824 503065
0 2028 65 0 1788977824 504604
0 2041 145 0 1788977824 505712
0 2081 72 0 1788977824 508871
0 2083 79 0 1788977824 509033
0 2091 80 0 1788977824 509652
0 2125 113 0 1788977824 512533
0 2137 65 0 1788977824 513807
0 2190 72 0 1788977824 518244
0 2198 72 0 1788977824 518989
0 2204 73 0 1788977824 519467
0 2210 65 0 1788977824 520058
0 2226 73 0 1788977824 521265
0 2241 77 0 1788977824 522413
0 2244 98 0 1788977824 522687
0 2268 63 0 1788977824 524562
0 2269 77 0 1788977824 524643
0 2270 69 0 1788977824 524715
0 2292 80 0 1788977824 527011
0 2298 90 0 1788977824 527492
0 2363 74 0 1788977824 532530
0 2368 70 0 1788977824 532918
0 2394 94 0 1788977824 534911
0 2408 98 0 1788977824 535998
0 2419 71 0 1788977824 536858
0 2420 67 0 1788977824 536930
0 2464 80 0 1788977824 540313
0 2490 98 0 1788977824 542366
0 2493 78 0 1788977824 542608
0 2520 77 0 1788977824 544761
0 2560 67 0 1788977824 548035
0 2561 70 0 1788977824 548110
0 2582 104 0 1788977824 549781
0 2590 72 0 1788977824 550383
0 2596 86 0 1788977824 550836
0 2605 70 0 1788977824 551472
0 2614 72 0 1788977824 552153
0 2623 73 0 1788977824 552825
0 2640 73 0 1788977824 554121
0 2650 80 0 1788977824 554850
0 2653 112 0 1788977824 555141
0 2679 89 0 1788977824 557224
0 2706 77 0 1788977824 559442
0 2731 78 0 1788977824 561335
0 2756 72 0 1788977824 568869
0 2766 82 0 1788977824 569643
0 2771 61 0 1788977824 569991
0 2783 69 0 1788977824 570866
0 2796 64 0 1788977824 575443
0 2799 65 0 1788977824 575642
0 2808 59 0 1788977824 576243
0 2813 58 0 1788977824 576537
0 2879 79 0 1788977824 581562
0 2899 69 0 1788977824 582987
0 2909 73 0 1788977824 583707
0 2926 64 0 1788977824 584987
0 2960 65 0 1788977824 587358
0 2974 80 0 1788977824 588549
0 3035 72 0 1788977824 593158
0 3045 69 0 1788977824 593873
0 3048 85 0 1788977824 594099
0 3068 69 0 1788977824 595511
0 3072 70 0 1788977824 595807
0 3083 73 0 1788977824 596896
0 3085 67 0 1788977824 597035
0 3094 72 0 1788977824 597664
0 3096 71 0 1788977824 597814
0 3121 82 0 1788977824 599736
0 3123 80 0 1788977824 599902
0 3130 65 0 1788977824 600392
0 3155 68 0 1788977824 602268
0 3173 66 0 1788977824 603503
0 3207 64 0 1788977824 605907
0 3209 70 0 1788977824 606060
0 3233 71 0 1788977824 607749
0 3284 79 0 1788977824 611266
0 3293 61 0 1788977824 611846
0 3299 62 0 1788977824 612220
0 3329 59 0 1788977824 614112
0 3331 58 0 1788977824 614235
0 3344 71 0 1788977824 615216
0 3381 71 0 1788977824 617784
0 3384 74 0 1788977824 618009
0 3388 73 0 1788977824 618282
0 3394 95 0 1788977824 618762
0 3396 77 0 1788977824 618921
0 3438 78 0 1788977824 622142
0 3440 74 0 1788977824 622297
0 3454 69 0 1788977824 623333
0 3472 69 0 1788977824 624601
0 3484 69 0 1788977824 625478
0 3505 65 0 1788977824 626997
0 3511 66 0 1788977824 627407
0 3522 73 0 1788977824 628171
0 3544 83 0 1788977824 629881
0 3557 63 0 1788977824 630723
0 3571 91 0 1788977824 631841
0 3602 80 0 1788977824 634203
0 3630 70 0 1788977824 636255
0 3639 76 0 1788977824 636938
0 3647 75 0 1788977824 637570
0 3668 71 0 1788977824 639034
0 3677 91 0 1788977824 639810
0 3714 68 0 1788977824 642961
0 3759 84 0 1788977824 649878
0 3761 77 0 1788977824 650039
0 3775 83 0 1788977824 651194
0 3783 72 0 1788977824 653300
0 3789 65 0 1788977824 653734
0 3853 74 0 1788977824 658718
0 3891 78 0 1788977824 661669
0 3902 69 0 1788977824 662453
0 3922 61 0 1788977824 663773
0 3944 61 0 1788977824 665218
0 3958 79 0 1788977824 666355
0 3964 91 0 1788977824 666879
0 3977 76 0 1788977824 667820
0 3982 68 0 1788977824 668185
0 4011 64 0 1788977824 670240
0 4016 61 0 1788977824 670559
0 4024 60 0 1788977824 671108
0 4081 59 0 1788977824 674897
0 4090 65 0 1788977824 675470
0 4126 84 0 1788977824 677924
0 4131 69 0 1788977824 678288
0 4142 70 0 1788977824 679088
0 4147 70 0 1788977824 679443
0 4187 69 0 1788977824 682388
0 4210 67 0 1788977824 684074
0 4218 71 0 1788977824 684622
0 4224 68 0 1788977824 685048
0 4289 80 0 1788977824 689848
0 4310 87 0 1788977824 691425
0 4316 73 0 1788977824 691873
0 4333 73 0 1788977824 693120
0 4370 65 0 1788977824 696199
0 4379 66 0 1788977824 696785
0 4480 76 0 1788977824 704882
0 4491 75 0 1788977824 705716
0 4502 76 0 1788977824 706575
0 4525 73 0 1788977824 708402
0 4531 79 0 1788977824 708884
0 4556 70 0 1788977824 710764
0 4560 70 0 1788977824 711050
0 4586 79 0 1788977824 712799
0 4596 61 0 1788977824 713445
0 4607 70 0 1788977824 714241
0 4644 69 0 1788977824 716814
0 4676 65 0 1788977824 719034
0 4705 74 0 1788977824 721000
0 4709 89 0 1788977824 721322
0 4722 69 0 1788977824 722271
0 4726 71 0 1788977824 722574
0 4760 70 0 1788977824 725175
0 4762 71 0 1788977824 725322
0 4788 67 0 1788977824 727142
0 4809 69 0 1788977824 728589
0 4826 65 0 1788977824 729770
0 4837 65 0 1788977824 730543
0 4860 75 0 1788977824 732866
0 4873 71 0 1788977824 733941
0 4878 74 0 1788977824 734320
0 4885 70 0 1788977824 734838
0 4906 69 0 1788977824 736311
0 4975 70 0 1788977824 741106
0 5018 74 0 1788977824 744508
0 5020 80 0 1788977824 744668
0 5022 72 0 1788977824 744834
0 5039 71 0 1788977824 746009
0 5041 71 0 1788977824 746154
0 5046 70 0 1788977824 746511
0 5062 72 0 1788977824 747727
0 5068 69 0 1788977824 748167
0 5071 68 0 1788977824 748376
0 5093 76 0 1788977824 749993
0 5099 73 0 1788977824 750450
0 5101 72 0 1788977824 750598
0 5113 63 0 1788977824 751451
0 5125 66 0 1788977824 752286
0 5128 65 0 1788977824 752516
0 5164 71 0 1788977824 755208
0 5196 125 0 1788977824 757671
0 5204 68 0 1788977824 758237
0 5235 70 0 1788977824 760439
0 5246 65 0 1788977824 761217
0 5273 66 0 1788977824 763095
0 5278 66 0 1788977824 763429
0 5367 70 0 1788977824 769969
0 5378 69 0 1788977824 770760
