pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 8
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 709811
number of failed transactions: 0 (0.000%)
latency average = 0.112 ms
initial connection time = 25.408 ms
tps = 71153.348025 (without initial connection time)
===LOGS===
0 23 120 0 1788863760 875328
0 24 0 0 1788863760 875466
0 44 0 0 1788863760 877492
0 109 92 0 1788863760 883451
0 156 0 0 1788863760 888226
0 157 0 0 1788863760 888321
0 204 0 0 1788863760 892681
0 269 89 0 1788863760 899832
0 296 102 0 1788863760 903001
0 332 88 0 1788863760 906860
0 357 86 0 1788863760 909504
0 363 69 0 1788863760 910085
0 394 148 0 1788863760 913014
0 420 147 0 1788863760 916210
0 438 136 0 1788863760 919541
0 468 121 0 1788863760 923974
0 490 76 0 1788863760 927186
0 501 243 0 1788863760 928958
0 515 98 0 1788863760 930671
0 533 105 0 1788863760 932794
0 535 86 0 1788863760 932969
0 544 77 0 1788863760 934044
0 546 83 0 1788863760 934256
0 562 595 0 1788863760 937390
0 564 147 0 1788863760 937941
0 569 119 0 1788863760 938472
0 578 198 0 1788863760 939730
0 595 164 0 1788863760 942303
0 607 164 0 1788863760 944151
0 624 72 0 1788863760 946400
0 653 109 0 1788863760 950159
0 668 164 0 1788863760 953095
0 679 365 0 1788863760 955727
0 722 169 0 1788863760 968069
0 725 179 0 1788863760 968646
0 729 180 0 1788863760 969478
0 730 258 0 1788863760 969741
0 816 0 0 1788863760 985707
0 871 0 0 1788863760 992406
0 889 0 0 1788863760 993724
0 923 0 0 1788863760 996299
0 960 0 0 1788863760 999011
0 968 0 0 1788863760 999597
0 1002 0 0 1788863761 2147
0 1079 0 0 1788863761 7957
0 1112 0 0 1788863761 10497
0 1144 0 0 1788863761 12966
0 1145 0 0 1788863761 13047
0 1147 0 0 1788863761 13202
0 1153 0 0 1788863761 13664
0 1155 0 0 1788863761 13822
0 1205 0 0 1788863761 17930
0 1214 0 0 1788863761 18627
0 1253 78 0 1788863761 21720
0 1258 0 0 1788863761 23273
0 1283 76 0 1788863761 25186
0 1288 82 0 1788863761 25622
0 1310 76 0 1788863761 27362
0 1357 0 0 1788863761 31044
0 1399 77 0 1788863761 34256
0 1417 82 0 1788863761 35891
0 1439 76 0 1788863761 39769
0 1447 82 0 1788863761 40452
0 1448 81 0 1788863761 40538
0 1468 0 0 1788863761 42141
0 1473 77 0 1788863761 42536
0 1493 79 0 1788863761 44142
0 1498 75 0 1788863761 44530
0 1511 86 0 1788863761 45647
0 1539 78 0 1788863761 48325
0 1550 75 0 1788863761 49180
0 1553 76 0 1788863761 49409
0 1555 74 0 1788863761 49564
0 1566 77 0 1788863761 51400
0 1580 76 0 1788863761 52896
0 1587 74 0 1788863761 53435
0 1602 0 0 1788863761 56442
0 1616 0 0 1788863761 57589
0 1625 0 0 1788863761 58295
0 1722 0 0 1788863761 66064
0 1730 0 0 1788863761 66668
0 1731 0 0 1788863761 66746
0 1754 0 0 1788863761 68468
0 1775 74 0 1788863761 72274
0 1776 79 0 1788863761 72358
0 1788 0 0 1788863761 73297
0 1824 0 0 1788863761 76228
0 1840 0 0 1788863761 77501
0 1855 0 0 1788863761 78696
0 1859 0 0 1788863761 79014
0 1863 0 0 1788863761 79368
0 1922 0 0 1788863761 88032
0 1927 0 0 1788863761 88443
0 1930 0 0 1788863761 88699
0 1943 0 0 1788863761 89766
0 1998 0 0 1788863761 95254
0 2010 0 0 1788863761 96162
0 2011 0 0 1788863761 96239
0 2025 0 0 1788863761 97317
0 2065 0 0 1788863761 100275
0 2109 0 0 1788863761 103583
0 2148 0 0 1788863761 107704
0 2160 0 0 1788863761 108459
0 2178 0 0 1788863761 109806
0 2180 0 0 1788863761 109970
0 2184 0 0 1788863761 110289
0 2186 0 0 1788863761 110452
0 2272 0 0 1788863761 117434
0 2286 0 0 1788863761 118575
0 2325 0 0 1788863761 123008
0 2382 0 0 1788863761 127740
0 2390 0 0 1788863761 128356
0 2403 0 0 1788863761 129383
0 2408 0 0 1788863761 129795
0 2501 0 0 1788863761 155889
0 2503 0 0 1788863761 156047
0 2522 0 0 1788863761 157618
0 2535 0 0 1788863761 158646
0 2552 0 0 1788863761 160014
0 2565 0 0 1788863761 161048
0 2580 0 0 1788863761 162242
0 2593 0 0 1788863761 163283
0 2613 0 0 1788863761 164933
0 2617 0 0 1788863761 165244
0 2642 0 0 1788863761 167409
0 2672 0 0 1788863761 169922
0 2681 0 0 1788863761 170696
0 2688 0 0 1788863761 171280
0 2690 99 0 1788863761 171545
0 2735 0 0 1788863761 175381
0 2767 0 0 1788863761 178069
0 2772 0 0 1788863761 178499
0 2779 0 0 1788863761 179114
0 2802 0 0 1788863761 181053
0 2875 0 0 1788863761 187117
0 2901 0 0 1788863761 189245
0 2907 0 0 1788863761 189707
0 2921 0 0 1788863761 190838
0 2937 0 0 1788863761 192263
0 2940 0 0 1788863761 192519
0 2970 0 0 1788863761 194977
0 2971 0 0 1788863761 195056
0 2974 0 0 1788863761 195283
0 3025 92 0 1788863761 199643
0 3050 94 0 1788863761 202891
0 3056 0 0 1788863761 203428
0 3107 0 0 1788863761 229483
0 3128 0 0 1788863761 231295
0 3175 0 0 1788863761 235472
0 3191 0 0 1788863761 236926
0 3206 0 0 1788863761 238187
0 3260 0 0 1788863761 242633
0 3264 0 0 1788863761 242922
0 3266 0 0 1788863761 243088
0 3275 0 0 1788863761 243805
0 3295 0 0 1788863761 245345
0 3359 0 0 1788863761 250277
0 3366 91 0 1788863761 251750
0 3371 0 0 1788863761 252165
0 3374 0 0 1788863761 252412
0 3380 0 0 1788863761 252911
0 3399 0 0 1788863761 254481
0 3408 0 0 1788863761 255241
0 3421 87 0 1788863761 256429
0 3426 62 0 1788863761 256824
0 3445 85 0 1788863761 259590
0 3450 88 0 1788863761 266051
0 3587 0 0 1788863761 282161
0 3606 0 0 1788863761 283725
0 3617 0 0 1788863761 284631
0 3623 0 0 1788863761 285127
0 3632 81 0 1788863761 285895
0 3643 88 0 1788863761 286883
0 3681 0 0 1788863761 290262
0 3683 0 0 1788863761 290443
0 3719 0 0 1788863761 293775
0 3724 0 0 1788863761 294212
0 3773 0 0 1788863761 298441
0 3829 0 0 1788863761 303456
0 3839 0 0 1788863761 304317
0 3879 0 0 1788863761 307843
0 3881 0 0 1788863761 308020
