pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 4
number of threads: 4
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 538379
number of failed transactions: 0 (0.000%)
latency average = 0.074 ms
initial connection time = 11.819 ms
tps = 53900.613364 (without initial connection time)
===LOGS===
0 20 65 0 1788984830 789830
0 50 70 0 1788984830 792148
0 51 79 0 1788984830 792231
0 80 59 0 1788984830 793996
0 92 52 0 1788984830 794769
0 115 51 0 1788984830 795949
0 134 41 0 1788984830 796846
0 144 46 0 1788984830 797291
0 153 61 0 1788984830 797719
0 174 62 0 1788984830 799092
0 184 50 0 1788984830 799732
0 239 93 0 1788984830 803189
0 252 695 0 1788984830 804709
0 253 67 0 1788984830 804780
0 261 91 0 1788984830 805385
0 269 75 0 1788984830 806010
0 278 101 0 1788984830 806765
0 296 70 0 1788984830 807918
0 366 62 0 1788984830 812391
0 376 45 0 1788984830 812895
0 400 129 0 1788984830 814692
0 448 111 0 1788984830 817957
0 483 53 0 1788984830 820202
0 555 50 0 1788984830 824548
0 565 59 0 1788984830 825168
0 577 56 0 1788984830 825836
0 600 47 0 1788984830 827097
0 610 72 0 1788984830 827687
0 643 52 0 1788984830 829455
0 664 60 0 1788984830 830661
0 675 62 0 1788984830 831259
0 685 58 0 1788984830 831985
0 714 61 0 1788984830 833618
0 727 58 0 1788984830 834318
0 734 52 0 1788984830 834767
0 736 49 0 1788984830 834872
0 745 58 0 1788984830 835351
0 746 57 0 1788984830 835410
0 794 53 0 1788984830 838149
0 797 47 0 1788984830 838297
0 857 41 0 1788984830 842040
0 891 58 0 1788984830 844014
0 954 72 0 1788984830 848261
0 955 81 0 1788984830 848347
0 958 63 0 1788984830 848560
0 973 50 0 1788984830 849363
0 982 50 0 1788984830 849917
0 984 62 0 1788984830 850022
0 986 55 0 1788984830 850168
0 1033 59 0 1788984830 853227
0 1059 60 0 1788984830 855006
0 1060 60 0 1788984830 855069
0 1064 62 0 1788984830 855336
0 1080 56 0 1788984830 856321
0 1105 65 0 1788984830 858089
0 1113 93 0 1788984830 858668
0 1116 66 0 1788984830 858887
0 1136 102 0 1788984830 860397
0 1147 82 0 1788984830 861402
0 1182 68 0 1788984830 863988
0 1213 0 0 1788984830 866998
0 1227 89 0 1788984830 868162
0 1235 94 0 1788984830 868827
0 1312 64 0 1788984830 875086
0 1340 79 0 1788984830 877639
0 1348 85 0 1788984830 878296
0 1368 108 0 1788984830 880261
0 1370 78 0 1788984830 880416
0 1378 66 0 1788984830 881226
0 1387 71 0 1788984830 882002
0 1391 79 0 1788984830 882390
0 1396 73 0 1788984830 882804
0 1444 0 0 1788984830 886156
0 1451 0 0 1788984830 886579
0 1458 0 0 1788984830 887087
0 1461 0 0 1788984830 887304
0 1471 67 0 1788984830 888007
0 1485 50 0 1788984830 888882
0 1492 57 0 1788984830 889272
0 1498 50 0 1788984830 889606
0 1500 51 0 1788984830 889735
0 1522 49 0 1788984830 891007
0 1544 51 0 1788984830 892269
0 1549 55 0 1788984830 892583
0 1551 63 0 1788984830 892723
0 1552 59 0 1788984830 892786
0 1604 66 0 1788984830 896496
0 1613 66 0 1788984830 897143
0 1618 58 0 1788984830 897456
0 1661 51 0 1788984830 900462
0 1680 53 0 1788984830 901447
0 1716 54 0 1788984830 903382
0 1720 57 0 1788984830 903604
0 1729 50 0 1788984830 904071
0 1736 45 0 1788984830 904406
0 1768 52 0 1788984830 906094
0 1774 63 0 1788984830 906488
0 1821 70 0 1788984830 908881
0 1836 51 0 1788984830 909903
0 1849 98 0 1788984830 910657
0 1912 50 0 1788984830 914517
0 1919 48 0 1788984830 914970
0 1946 47 0 1788984830 916597
0 2036 45 0 1788984830 921950
0 2048 96 0 1788984830 922646
0 2056 78 0 1788984830 923212
0 2066 62 0 1788984830 923868
0 2085 41 0 1788984830 925027
0 2086 41 0 1788984830 925071
0 2109 59 0 1788984830 926303
0 2163 69 0 1788984830 929729
0 2213 85 0 1788984830 932462
0 2219 73 0 1788984830 932914
0 2221 60 0 1788984830 933036
0 2235 63 0 1788984830 933900
0 2256 71 0 1788984830 935142
0 2400 47 0 1788984830 943188
0 2401 62 0 1788984830 943253
0 2411 67 0 1788984830 943928
0 2431 79 0 1788984830 945330
0 2450 86 0 1788984830 946472
0 2453 0 0 1788984830 946729
0 2501 71 0 1788984830 950769
0 2521 53 0 1788984830 951976
0 2537 43 0 1788984830 952856
0 2544 71 0 1788984830 953228
0 2555 106 0 1788984830 954290
0 2596 65 0 1788984830 957149
0 2624 91 0 1788984830 959278
0 2650 59 0 1788984830 960975
0 2654 52 0 1788984830 961200
0 2695 63 0 1788984830 963602
0 2696 84 0 1788984830 963689
0 2707 60 0 1788984830 964349
0 2738 49 0 1788984830 966233
0 2760 48 0 1788984830 967787
0 2762 50 0 1788984830 967888
0 2776 0 0 1788984830 968676
0 2804 79 0 1788984830 970225
0 2856 56 0 1788984830 973828
0 2863 65 0 1788984830 974234
0 2897 48 0 1788984830 975967
0 2902 56 0 1788984830 976262
0 2916 62 0 1788984830 977140
0 2973 89 0 1788984830 980801
0 2983 64 0 1788984830 981524
0 3039 52 0 1788984830 984957
0 3053 58 0 1788984830 985705
0 3063 60 0 1788984830 986282
0 3096 50 0 1788984830 988432
0 3129 66 0 1788984830 990528
0 3130 65 0 1788984830 990598
0 3193 60 0 1788984830 994125
0 3204 64 0 1788984830 994763
0 3235 46 0 1788984830 996285
0 3259 55 0 1788984830 997576
0 3289 40 0 1788984830 999487
0 3317 78 0 1788984831 1422
0 3357 68 0 1788984831 4132
0 3361 121 0 1788984831 4469
0 3425 88 0 1788984831 8543
0 3432 51 0 1788984831 8962
0 3433 74 0 1788984831 9039
0 3442 72 0 1788984831 9791
0 3452 63 0 1788984831 10428
0 3478 69 0 1788984831 12120
0 3503 56 0 1788984831 14012
0 3528 89 0 1788984831 15628
0 3561 70 0 1788984831 17945
0 3588 61 0 1788984831 19573
0 3596 77 0 1788984831 20222
0 3602 106 0 1788984831 20709
0 3608 85 0 1788984831 21107
0 3623 60 0 1788984831 22015
0 3627 48 0 1788984831 22216
0 3646 51 0 1788984831 23290
0 3681 50 0 1788984831 25193
0 3684 49 0 1788984831 25351
0 3778 86 0 1788984831 30588
0 3804 56 0 1788984831 32117
0 3819 70 0 1788984831 33294
0 3834 53 0 1788984831 34205
0 3841 87 0 1788984831 34661
0 3848 50 0 1788984831 35037
0 3863 87 0 1788984831 36177
0 3865 79 0 1788984831 36353
0 3876 57 0 1788984831 37369
0 3885 55 0 1788984831 37936
0 3908 47 0 1788984831 39179
0 3926 54 0 1788984831 40031
0 3946 59 0 1788984831 41388
0 3952 61 0 1788984831 41790
0 4000 69 0 1788984831 44556
0 4020 61 0 1788984831 45813
0 4039 63 0 1788984831 47089
0 4051 73 0 1788984831 47783
0 4076 50 0 1788984831 49408
0 4085 62 0 1788984831 49985
0 4121 62 0 1788984831 52036
0 4128 44 0 1788984831 52385
