pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 1
number of threads: 1
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 251187
number of failed transactions: 0 (0.000%)
latency average = 0.040 ms
initial connection time = 5.900 ms
tps = 25133.061031 (without initial connection time)
===LOGS===
0 22 32 0 1788867172 75308
0 29 31 0 1788867172 75548
0 55 32 0 1788867172 76530
0 79 49 0 1788867172 77563
0 110 41 0 1788867172 78909
0 114 47 0 1788867172 79084
0 131 36 0 1788867172 79680
0 140 31 0 1788867172 79965
0 195 86 0 1788867172 81968
0 201 47 0 1788867172 82259
0 212 46 0 1788867172 82747
0 273 37 0 1788867172 85226
0 282 42 0 1788867172 85568
0 295 32 0 1788867172 86123
0 314 31 0 1788867172 86735
0 317 34 0 1788867172 86834
0 328 31 0 1788867172 87177
0 337 31 0 1788867172 87459
0 376 32 0 1788867172 88718
0 383 30 0 1788867172 88936
0 384 31 0 1788867172 88968
0 418 31 0 1788867172 90060
0 427 31 0 1788867172 90354
0 428 32 0 1788867172 90387
0 450 32 0 1788867172 91110
0 481 41 0 1788867172 92249
0 491 45 0 1788867172 92711
0 502 44 0 1788867172 93187
0 522 42 0 1788867172 94044
0 526 44 0 1788867172 94217
0 557 38 0 1788867172 95448
0 577 49 0 1788867172 96255
0 581 66 0 1788867172 96527
0 597 33 0 1788867172 97330
0 598 34 0 1788867172 97367
0 650 35 0 1788867172 99356
0 661 36 0 1788867172 99755
0 688 32 0 1788867172 100832
0 707 71 0 1788867172 101836
0 733 30 0 1788867172 102786
0 807 54 0 1788867172 105935
0 817 44 0 1788867172 106376
0 828 32 0 1788867172 106852
0 901 44 0 1788867172 109230
0 922 48 0 1788867172 110399
0 946 31 0 1788867172 111337
0 995 46 0 1788867172 113619
0 1034 81 0 1788867172 115336
0 1037 38 0 1788867172 115489
0 1046 32 0 1788867172 115845
0 1115 45 0 1788867172 118330
0 1123 39 0 1788867172 118715
0 1125 37 0 1788867172 118792
0 1135 34 0 1788867172 119146
0 1142 40 0 1788867172 119411
