pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 1
number of threads: 1
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 272256
number of failed transactions: 0 (0.000%)
latency average = 0.037 ms
initial connection time = 6.148 ms
tps = 27242.111444 (without initial connection time)
===LOGS===
0 12 36 0 1788985396 989945
0 14 35 0 1788985396 990022
0 23 29 0 1788985396 990303
0 44 36 0 1788985396 990992
0 63 35 0 1788985396 991675
0 67 31 0 1788985396 991802
0 73 31 0 1788985396 991994
0 124 25 0 1788985396 993526
0 139 34 0 1788985396 994010
0 151 36 0 1788985396 994446
0 166 46 0 1788985396 995030
0 194 53 0 1788985396 996396
0 210 37 0 1788985396 997096
0 250 29 0 1788985396 998449
0 261 30 0 1788985396 998892
0 269 25 0 1788985396 999106
0 293 25 0 1788985396 999741
0 302 27 0 1788985396 999993
0 309 27 0 1788985397 190
0 347 29 0 1788985397 1353
0 373 53 0 1788985397 2330
0 379 35 0 1788985397 2564
0 439 36 0 1788985397 5130
0 448 36 0 1788985397 5454
0 497 54 0 1788985397 7531
0 508 64 0 1788985397 8322
0 522 43 0 1788985397 9038
0 526 43 0 1788985397 9214
0 548 36 0 1788985397 10046
0 550 44 0 1788985397 10131
0 594 26 0 1788985397 11404
0 623 40 0 1788985397 12478
0 635 41 0 1788985397 12955
0 640 76 0 1788985397 13226
0 645 38 0 1788985397 13439
0 673 37 0 1788985397 14551
0 700 35 0 1788985397 15534
0 711 37 0 1788985397 15967
0 777 42 0 1788985397 18734
0 880 43 0 1788985397 21864
0 899 27 0 1788985397 22399
0 905 26 0 1788985397 22564
0 906 26 0 1788985397 22591
0 919 25 0 1788985397 22978
0 927 31 0 1788985397 23233
0 930 32 0 1788985397 23330
0 967 36 0 1788985397 24728
0 991 27 0 1788985397 25514
0 1023 27 0 1788985397 26435
0 1026 28 0 1788985397 26519
0 1029 44 0 1788985397 26710
0 1032 46 0 1788985397 26835
0 1045 27 0 1788985397 27245
0 1090 33 0 1788985397 28714
0 1095 34 0 1788985397 28892
0 1103 43 0 1788985397 29289
0 1115 47 0 1788985397 29875
0 1143 30 0 1788985397 31000
