pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 32
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 692371
number of failed transactions: 0 (0.000%)
latency average = 0.459 ms
initial connection time = 75.810 ms
tps = 69730.295406 (without initial connection time)
===LOGS===
1 8 106 0 1788867530 983179
2 6 281 0 1788867530 985283
0 26 570 0 1788867530 994340
2 34 419 0 1788867530 995507
0 33 617 0 1788867530 997771
2 40 268 0 1788867530 998064
0 37 383 0 1788867530 999602
0 51 76 0 1788867531 3997
2 54 171 0 1788867531 5065
1 55 0 0 1788867531 6502
1 56 230 0 1788867531 6737
1 57 199 0 1788867531 6941
1 59 214 0 1788867531 7424
0 63 397 0 1788867531 7582
3 56 353 0 1788867531 11959
2 71 375 0 1788867531 13280
2 72 525 0 1788867531 14100
2 73 665 0 1788867531 14898
2 78 361 0 1788867531 17024
2 86 172 0 1788867531 21091
0 120 340 0 1788867531 24445
2 93 442 0 1788867531 24454
0 122 176 0 1788867531 24955
1 120 128 0 1788867531 27531
3 105 348 0 1788867531 30022
2 104 508 0 1788867531 30498
1 135 182 0 1788867531 31934
3 125 195 0 1788867531 36379
2 117 248 0 1788867531 37169
0 174 333 0 1788867531 39237
0 178 195 0 1788867531 40328
0 183 242 0 1788867531 41640
1 189 258 0 1788867531 45433
3 159 291 0 1788867531 45578
3 174 251 0 1788867531 49168
1 211 300 0 1788867531 56260
3 185 353 0 1788867531 57759
0 226 373 0 1788867531 58000
3 187 359 0 1788867531 58409
0 233 0 0 1788867531 60154
0 235 307 0 1788867531 60763
2 167 236 0 1788867531 62207
2 193 231 0 1788867531 70588
0 286 139 0 1788867531 70889
0 310 169 0 1788867531 74844
2 205 286 0 1788867531 75535
0 336 129 0 1788867531 79628
2 222 176 0 1788867531 81958
2 238 746 0 1788867531 89107
3 219 2906 0 1788867531 90733
0 368 266 0 1788867531 92359
1 274 537 0 1788867531 92871
2 258 334 0 1788867531 93494
1 287 150 0 1788867531 95703
3 222 1906 0 1788867531 96760
1 300 132 0 1788867531 98282
1 304 217 0 1788867531 99249
0 403 82 0 1788867531 99597
1 306 144 0 1788867531 99604
0 441 193 0 1788867531 107699
2 293 260 0 1788867531 108595
1 344 300 0 1788867531 108950
0 452 261 0 1788867531 110151
0 463 240 0 1788867531 112665
0 465 145 0 1788867531 112998
3 246 369 0 1788867531 117112
2 314 235 0 1788867531 117452
1 381 191 0 1788867531 118054
2 332 291 0 1788867531 121476
0 502 239 0 1788867531 123242
1 412 89 0 1788867531 125628
0 511 259 0 1788867531 126657
3 270 615 0 1788867531 127494
1 419 335 0 1788867531 127835
2 357 339 0 1788867531 128424
3 272 280 0 1788867531 128490
3 275 411 0 1788867531 129591
3 278 200 0 1788867531 131329
1 441 379 0 1788867531 136214
3 292 460 0 1788867531 137752
2 386 1105 0 1788867531 138381
1 450 268 0 1788867531 138788
1 458 272 0 1788867531 141261
1 459 339 0 1788867531 141608
2 407 198 0 1788867531 142651
0 563 224 0 1788867531 142879
2 432 158 0 1788867531 145858
2 437 76 0 1788867531 146484
0 582 260 0 1788867531 147359
1 491 331 0 1788867531 149172
2 458 138 0 1788867531 149358
3 315 119 0 1788867531 149539
0 606 379 0 1788867531 156938
1 508 1415 0 1788867531 158475
1 516 101 0 1788867531 159605
1 539 91 0 1788867531 164243
0 630 118 0 1788867531 165616
1 552 268 0 1788867531 166579
1 555 93 0 1788867531 167166
2 513 332 0 1788867531 168467
1 564 180 0 1788867531 169522
3 351 283 0 1788867531 171693
2 535 178 0 1788867531 174725
3 357 442 0 1788867531 175007
0 675 235 0 1788867531 175702
2 540 230 0 1788867531 176601
0 682 0 0 1788867531 176928
1 591 194 0 1788867531 177160
0 688 227 0 1788867531 177977
0 696 197 0 1788867531 179220
0 698 188 0 1788867531 179496
2 570 178 0 1788867531 181146
2 593 162 0 1788867531 184988
0 731 141 0 1788867531 186057
1 634 186 0 1788867531 186160
0 733 0 0 1788867531 186277
0 735 180 0 1788867531 186610
