pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 4
number of threads: 4
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 504233
number of failed transactions: 0 (0.000%)
latency average = 0.079 ms
initial connection time = 12.607 ms
tps = 50485.846916 (without initial connection time)
===LOGS===
0 6 70 0 1788978099 4786
0 41 59 0 1788978099 7069
0 52 55 0 1788978099 7644
0 106 41 0 1788978099 10848
0 107 41 0 1788978099 10892
0 131 81 0 1788978099 12135
0 153 52 0 1788978099 13386
0 165 49 0 1788978099 14047
0 185 62 0 1788978099 15124
0 209 70 0 1788978099 16735
0 236 46 0 1788978099 18322
0 247 55 0 1788978099 18994
0 274 62 0 1788978099 20741
0 291 55 0 1788978099 21606
0 292 60 0 1788978099 21668
0 308 56 0 1788978099 22401
0 327 52 0 1788978099 23479
0 408 69 0 1788978099 28579
0 427 75 0 1788978099 29801
0 448 66 0 1788978099 31300
0 453 77 0 1788978099 31643
0 472 61 0 1788978099 32860
0 496 39 0 1788978099 34197
0 542 64 0 1788978099 37271
0 556 68 0 1788978099 38150
0 568 70 0 1788978099 38843
0 584 51 0 1788978099 39928
0 647 53 0 1788978099 43190
0 684 44 0 1788978099 45232
0 688 83 0 1788978099 45548
0 742 74 0 1788978099 48959
0 771 58 0 1788978099 50692
0 772 60 0 1788978099 50756
0 833 68 0 1788978099 54588
0 848 98 0 1788978099 55513
0 850 70 0 1788978099 55660
0 852 83 0 1788978099 55830
0 877 122 0 1788978099 57596
0 890 62 0 1788978099 58537
0 930 80 0 1788978099 61752
0 979 68 0 1788978099 65732
0 981 60 0 1788978099 65860
0 994 64 0 1788978099 66779
0 1000 82 0 1788978099 67272
0 1003 82 0 1788978099 67528
0 1028 54 0 1788978099 69316
0 1032 53 0 1788978099 69521
0 1035 51 0 1788978099 69692
0 1102 43 0 1788978099 73461
0 1144 53 0 1788978099 76243
0 1157 44 0 1788978099 76892
0 1166 52 0 1788978099 77318
0 1191 57 0 1788978099 78814
0 1219 56 0 1788978099 80500
0 1248 55 0 1788978099 82219
0 1336 41 0 1788978099 87235
0 1354 51 0 1788978099 88142
0 1375 67 0 1788978099 89432
0 1392 56 0 1788978099 90379
0 1404 65 0 1788978099 91037
