pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 32
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 526935
number of failed transactions: 0 (0.000%)
latency average = 0.602 ms
initial connection time = 109.474 ms
tps = 53123.899207 (without initial connection time)
===LOGS===
1 1 13031 0 1788651284 469630
2 16 176 0 1788651284 473864
3 8 1154 0 1788651284 488639
2 40 660 0 1788651284 493611
1 32 0 0 1788651284 494227
3 22 0 0 1788651284 503031
2 51 485 0 1788651284 504840
1 52 645 0 1788651284 505515
3 26 574 0 1788651284 506035
2 55 601 0 1788651284 506929
1 59 853 0 1788651284 508959
3 43 190 0 1788651284 519603
3 46 0 0 1788651284 521142
2 72 392 0 1788651284 522729
1 101 809 0 1788651284 532302
0 117 654 0 1788651284 532928
1 103 878 0 1788651284 533557
3 58 1354 0 1788651284 536051
2 89 394 0 1788651284 538022
1 113 658 0 1788651284 539057
2 100 358 0 1788651284 546367
2 102 802 0 1788651284 549542
3 67 3211 0 1788651284 551347
0 183 0 0 1788651284 561455
3 79 1946 0 1788651284 561793
0 186 285 0 1788651284 562454
0 192 379 0 1788651284 564466
1 149 835 0 1788651284 564474
1 150 1113 0 1788651284 565840
0 238 310 0 1788651284 586140
0 246 263 0 1788651284 590884
2 159 870 0 1788651284 596930
0 268 159 0 1788651284 598812
2 165 336 0 1788651284 599825
0 280 227 0 1788651284 603022
0 295 0 0 1788651284 607442
0 302 172 0 1788651284 612246
0 312 422 0 1788651284 620007
0 315 317 0 1788651284 620929
1 210 507 0 1788651284 623701
0 324 333 0 1788651284 623983
0 326 410 0 1788651284 624480
1 215 435 0 1788651284 628057
0 342 179 0 1788651284 629112
0 349 455 0 1788651284 631124
0 356 261 0 1788651284 633028
3 190 545 0 1788651284 638105
0 379 355 0 1788651284 640733
0 384 393 0 1788651284 642567
2 233 382 0 1788651284 643084
1 239 0 0 1788651284 648883
1 242 0 0 1788651284 649649
1 257 0 0 1788651284 660459
2 240 15668 0 1788651284 662114
0 400 2264 0 1788651284 669584
3 222 628 0 1788651284 679121
1 268 653 0 1788651284 683080
2 263 349 0 1788651284 683087
2 265 231 0 1788651284 683683
2 270 349 0 1788651284 686247
3 235 534 0 1788651284 688026
2 288 518 0 1788651284 706075
1 314 1123 0 1788651284 708473
0 448 187 0 1788651284 709154
2 294 533 0 1788651284 709661
3 272 1093 0 1788651284 727701
0 484 369 0 1788651284 728030
3 279 1199 0 1788651284 732518
3 281 1854 0 1788651284 735101
3 282 589 0 1788651284 735739
0 505 0 0 1788651284 735951
0 518 0 0 1788651284 740100
1 330 672 0 1788651284 742265
1 351 0 0 1788651284 747446
1 352 0 0 1788651284 747538
2 351 649 0 1788651284 751575
3 302 345 0 1788651284 752590
1 368 117 0 1788651284 753708
0 562 238 0 1788651284 753848
0 569 228 0 1788651284 754845
3 308 687 0 1788651284 756837
1 388 0 0 1788651284 757754
1 390 0 0 1788651284 757949
1 399 0 0 1788651284 758819
0 593 0 0 1788651284 760989
0 595 0 0 1788651284 761186
1 409 173 0 1788651284 762547
0 609 0 0 1788651284 763715
1 419 456 0 1788651284 765541
0 633 0 0 1788651284 769066
1 438 0 0 1788651284 769567
2 399 305 0 1788651284 771476
0 673 118 0 1788651284 782277
0 675 135 0 1788651284 782516
1 474 951 0 1788651284 782748
0 698 100 0 1788651284 785977
3 346 422 0 1788651284 788962
3 347 272 0 1788651284 789241
3 357 516 0 1788651284 794775
0 724 1329 0 1788651284 796461
3 366 2233 0 1788651284 801004
3 367 404 0 1788651284 801454
3 374 603 0 1788651284 804390
3 377 687 0 1788651284 805875
2 444 426 0 1788651284 806597
3 389 306 0 1788651284 808930
2 450 338 0 1788651284 809652
1 538 252 0 1788651284 810105
1 539 232 0 1788651284 810341
0 771 171 0 1788651284 811303
0 791 342 0 1788651284 817319
0 796 246 0 1788651284 818700
3 424 189 0 1788651284 819818
3 426 158 0 1788651284 820442
2 485 328 0 1788651284 821298
0 813 99 0 1788651284 821755
0 818 158 0 1788651284 822739
0 826 184 0 1788651284 824212
2 500 208 0 1788651284 824317
2 507 145 0 1788651284 825695
0 841 315 0 1788651284 827098
3 456 364 0 1788651284 830862
3 461 243 0 1788651284 833221
0 878 181 0 1788651284 833308
1 588 388 0 1788651284 834766
0 895 115 0 1788651284 837186
0 920 106 0 1788651284 841771
1 610 503 0 1788651284 842692
2 565 320 0 1788651284 843991
2 566 501 0 1788651284 844518
3 497 211 0 1788651284 844763
1 616 281 0 1788651284 845124
2 569 131 0 1788651284 845358
3 501 173 0 1788651284 845756
2 577 205 0 1788651284 847164
3 510 424 0 1788651284 848400
1 626 888 0 1788651284 849113
2 588 300 0 1788651284 850030
0 959 216 0 1788651284 850301
1 643 230 0 1788651284 853102
1 644 158 0 1788651284 853269
1 647 282 0 1788651284 853930
1 650 234 0 1788651284 854586
0 978 200 0 1788651284 857012
0 979 130 0 1788651284 857151
1 658 188 0 1788651284 857654
2 619 310 0 1788651284 858957
0 993 133 0 1788651284 859824
2 623 330 0 1788651284 860371
3 550 1059 0 1788651284 861579
0 1006 115 0 1788651284 861927
3 555 290 0 1788651284 863226
0 1016 107 0 1788651284 863401
2 636 319 0 1788651284 865470
1 679 323 0 1788651284 865660
0 1031 180 0 1788651284 865763
0 1047 178 0 1788651284 868355
3 577 195 0 1788651284 869607
2 656 200 0 1788651284 871095
0 1074 165 0 1788651284 872967
1 707 277 0 1788651284 872976
0 1083 130 0 1788651284 874193
1 713 136 0 1788651284 874538
2 668 522 0 1788651284 875437
2 674 338 0 1788651284 877855
2 678 344 0 1788651284 879653
3 607 435 0 1788651284 881655
0 1141 135 0 1788651284 884269
2 688 226 0 1788651284 884329
2 690 232 0 1788651284 884911
1 762 0 0 1788651284 892756
2 698 0 0 1788651284 894662
1 779 0 0 1788651284 899953
1 784 0 0 1788651284 901451
1 794 0 0 1788651284 903993
0 1157 0 0 1788651284 904273
1 798 805 0 1788651284 906348
0 1165 378 0 1788651284 908674
0 1167 313 0 1788651284 909307
1 806 0 0 1788651284 910692
1 807 0 0 1788651284 911176
0 1171 820 0 1788651284 911279
1 817 877 0 1788651284 916495
0 1190 880 0 1788651284 921171
1 834 134 0 1788651284 922995
3 643 399 0 1788651284 924216
3 647 496 0 1788651284 926560
1 861 0 0 1788651284 932842
1 865 154 0 1788651284 933825
1 878 289 0 1788651284 936892
1 891 147 0 1788651284 939636
1 895 177 0 1788651284 940390
2 815 139 0 1788651284 945791
2 821 121 0 1788651284 946994
0 1227 446 0 1788651284 947366
0 1228 540 0 1788651284 947915
1 923 428 0 1788651284 948057
1 925 211 0 1788651284 948459
3 680 525 0 1788651284 948468
0 1234 100 0 1788651284 949517
0 1236 962 0 1788651284 950754
1 933 0 0 1788651284 951239
1 942 148 0 1788651284 953249
1 945 141 0 1788651284 953872
0 1256 164 0 1788651284 954210
0 1258 204 0 1788651284 954601
0 1262 131 0 1788651284 955139
3 689 235 0 1788651284 955693
1 959 140 0 1788651284 957231
0 1272 652 0 1788651284 957888
1 991 165 0 1788651284 968761
1 1001 182 0 1788651284 972112
1 1006 97 0 1788651284 973035
3 719 544 0 1788651284 974723
1 1017 127 0 1788651284 974996
1 1023 197 0 1788651284 976083
3 722 12016 0 1788651284 987954
0 1295 182 0 1788651284 989592
1 1031 160 0 1788651284 989835
1 1070 0 0 1788651284 998977
1 1106 126 0 1788651285 30683
1 1124 0 0 1788651285 33975
1 1134 0 0 1788651285 35751
1 1148 0 0 1788651285 37471
1 1149 0 0 1788651285 37565
0 1322 218 0 1788651285 40842
3 786 1681 0 1788651285 41193
1 1179 0 0 1788651285 42703
0 1332 0 0 1788651285 43975
1 1184 0 0 1788651285 45559
1 1206 0 0 1788651285 54260
1 1213 0 0 1788651285 56344
1 1225 0 0 1788651285 70992
1 1237 0 0 1788651285 75468
