pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 1
number of threads: 1
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 220879
number of failed transactions: 0 (0.000%)
latency average = 0.045 ms
initial connection time = 7.017 ms
tps = 22103.175505 (without initial connection time)
===LOGS===
0 14 48 0 1788864023 744428
0 32 37 0 1788864023 745211
0 50 38 0 1788864023 745892
0 76 39 0 1788864023 746895
0 79 45 0 1788864023 747021
0 91 56 0 1788864023 747658
0 119 37 0 1788864023 748735
0 128 36 0 1788864023 749073
0 129 36 0 1788864023 749111
0 144 42 0 1788864023 749691
0 148 33 0 1788864023 749844
0 195 37 0 1788864023 751900
0 212 35 0 1788864023 752560
0 213 35 0 1788864023 752599
0 305 44 0 1788864023 756643
0 312 33 0 1788864023 756898
0 322 33 0 1788864023 757235
0 338 33 0 1788864023 757799
0 352 38 0 1788864023 758272
0 359 33 0 1788864023 758505
0 378 33 0 1788864023 759195
0 407 46 0 1788864023 760530
0 446 46 0 1788864023 762356
0 468 46 0 1788864023 763389
0 484 46 0 1788864023 764136
0 494 49 0 1788864023 764599
0 503 45 0 1788864023 765039
0 515 45 0 1788864023 765583
0 524 46 0 1788864023 766022
0 553 46 0 1788864023 767516
0 584 45 0 1788864023 769126
0 617 51 0 1788864023 770668
0 624 45 0 1788864023 770991
0 644 45 0 1788864023 771941
0 652 45 0 1788864023 772303
0 680 45 0 1788864023 773596
0 682 44 0 1788864023 773757
0 687 34 0 1788864023 773929
0 706 33 0 1788864023 774571
0 715 33 0 1788864023 774894
0 718 45 0 1788864023 775017
0 719 46 0 1788864023 775064
0 730 66 0 1788864023 775654
0 738 34 0 1788864023 776123
0 761 43 0 1788864023 776981
0 767 75 0 1788864023 777303
0 796 32 0 1788864023 778315
0 801 33 0 1788864023 778484
0 853 33 0 1788864023 780306
0 854 33 0 1788864023 780341
0 858 33 0 1788864023 780476
0 861 33 0 1788864023 780577
0 868 33 0 1788864023 780829
0 880 33 0 1788864023 781248
0 892 37 0 1788864023 781659
0 895 34 0 1788864023 781765
0 912 48 0 1788864023 782437
0 917 49 0 1788864023 782684
0 925 36 0 1788864023 783045
0 998 34 0 1788864023 786609
0 1062 38 0 1788864023 788834
0 1086 46 0 1788864023 789980
0 1112 46 0 1788864023 790990
0 1139 33 0 1788864023 792003
0 1142 33 0 1788864023 792104
0 1179 45 0 1788864023 793555
0 1181 67 0 1788864023 793672
0 1223 44 0 1788864023 795588
0 1231 45 0 1788864023 795958
0 1265 45 0 1788864023 797512
0 1272 77 0 1788864023 797871
0 1360 33 0 1788864023 801844
0 1428 33 0 1788864023 804756
0 1451 46 0 1788864023 805857
0 1457 45 0 1788864023 806138
0 1459 45 0 1788864023 806230
0 1471 40 0 1788864023 806787
0 1478 33 0 1788864023 807053
0 1494 42 0 1788864023 807713
0 1510 33 0 1788864023 808298
0 1520 44 0 1788864023 808711
0 1572 33 0 1788864023 811016
0 1587 33 0 1788864023 811528
0 1610 37 0 1788864023 812348
0 1638 34 0 1788864023 813429
0 1680 34 0 1788864023 814978
0 1709 34 0 1788864023 816009
0 1725 44 0 1788864023 816640
0 1731 35 0 1788864023 816867
0 1734 34 0 1788864023 816983
0 1742 34 0 1788864023 817264
0 1791 46 0 1788864023 819076
0 1800 50 0 1788864023 819521
0 1825 64 0 1788864023 820635
0 1852 50 0 1788864023 821635
0 1854 34 0 1788864023 821710
0 1857 41 0 1788864023 821824
0 1860 33 0 1788864023 821927
0 1895 39 0 1788864023 823122
0 1898 33 0 1788864023 823226
0 1922 35 0 1788864023 824252
0 1945 34 0 1788864023 825248
0 1983 34 0 1788864023 826546
0 2002 33 0 1788864023 827231
0 2062 33 0 1788864023 829295
0 2076 33 0 1788864023 829785
0 2093 33 0 1788864023 830355
0 2127 33 0 1788864023 831528
0 2130 47 0 1788864023 831643
0 2166 41 0 1788864023 833206
0 2167 43 0 1788864023 833252
0 2168 47 0 1788864023 833300
0 2171 42 0 1788864023 833433
0 2173 41 0 1788864023 833517
0 2180 44 0 1788864023 833863
0 2209 33 0 1788864023 834925
0 2216 37 0 1788864023 835165
0 2259 49 0 1788864023 837168
0 2277 36 0 1788864023 837890
0 2307 76 0 1788864023 839210
0 2309 35 0 1788864023 839287
0 2327 34 0 1788864023 840183
0 2335 37 0 1788864023 840477
0 2343 55 0 1788864023 840827
0 2374 46 0 1788864023 842384
0 2382 48 0 1788864023 842805
0 2411 37 0 1788864023 844194
0 2415 36 0 1788864023 844348
0 2419 37 0 1788864023 844499
0 2444 33 0 1788864023 845418
0 2499 46 0 1788864023 847490
0 2501 46 0 1788864023 847585
0 2535 33 0 1788864023 849082
0 2544 34 0 1788864023 849397
0 2572 39 0 1788864023 850446
0 2582 47 0 1788864023 850841
0 2590 46 0 1788864023 851208
0 2605 33 0 1788864023 851862
0 2635 33 0 1788864023 852921
0 2636 37 0 1788864023 852992
0 2645 33 0 1788864023 853294
0 2648 34 0 1788864023 853396
0 2666 37 0 1788864023 854104
0 2670 37 0 1788864023 854251
0 2698 34 0 1788864023 855234
0 2736 34 0 1788864023 856840
0 2754 39 0 1788864023 857473
0 2796 36 0 1788864023 859225
0 2846 48 0 1788864023 861677
0 2847 45 0 1788864023 861727
0 2851 41 0 1788864023 861895
0 2869 48 0 1788864023 862912
0 2990 37 0 1788864023 870082
0 2991 58 0 1788864023 870151
0 3001 58 0 1788864023 870757
0 3005 49 0 1788864023 870987
0 3018 48 0 1788864023 871883
0 3034 34 0 1788864023 872736
0 3035 37 0 1788864023 872777
0 3042 40 0 1788864023 873031
0 3067 37 0 1788864023 874223
0 3088 37 0 1788864023 875347
0 3097 49 0 1788864023 875750
0 3109 33 0 1788864023 876170
0 3179 43 0 1788864023 879148
0 3287 41 0 1788864023 884819
0 3300 55 0 1788864023 885339
0 3307 58 0 1788864023 885764
0 3314 54 0 1788864023 886233
0 3325 45 0 1788864023 886929
0 3326 110 0 1788864023 887043
0 3327 57 0 1788864023 887104
0 3346 40 0 1788864023 888062
0 3347 38 0 1788864023 888104
0 3352 35 0 1788864023 888280
0 3380 35 0 1788864023 889324
0 3389 61 0 1788864023 889768
0 3400 35 0 1788864023 890178
0 3409 78 0 1788864023 890543
0 3479 34 0 1788864023 893111
0 3489 34 0 1788864023 893461
0 3524 34 0 1788864023 894982
0 3531 47 0 1788864023 895308
0 3542 34 0 1788864023 895810
0 3557 34 0 1788864023 896345
0 3591 112 0 1788864023 897968
0 3596 44 0 1788864023 898213
0 3604 35 0 1788864023 898523
0 3649 39 0 1788864023 900438
0 3662 35 0 1788864023 900995
0 3674 40 0 1788864023 901463
0 3696 34 0 1788864023 902333
0 3702 35 0 1788864023 902561
0 3741 50 0 1788864023 904150
0 3751 58 0 1788864023 904763
0 3777 43 0 1788864023 906045
0 3780 44 0 1788864023 906189
0 3791 50 0 1788864023 906716
0 3812 39 0 1788864023 907504
0 3822 34 0 1788864023 907886
0 3826 34 0 1788864023 908026
0 3827 34 0 1788864023 908061
0 3839 35 0 1788864023 908487
0 3847 34 0 1788864023 908779
0 3873 34 0 1788864023 909729
0 3962 43 0 1788864023 913962
0 3971 34 0 1788864023 914352
0 3981 37 0 1788864023 914748
0 3982 36 0 1788864023 914786
0 3984 34 0 1788864023 914856
0 4000 38 0 1788864023 915491
0 4005 39 0 1788864023 915685
0 4009 34 0 1788864023 915824
0 4027 35 0 1788864023 916449
0 4055 37 0 1788864023 917517
0 4065 50 0 1788864023 918115
0 4069 38 0 1788864023 918282
0 4110 52 0 1788864023 919830
0 4111 37 0 1788864023 919871
0 4132 37 0 1788864023 920907
0 4144 36 0 1788864023 921396
0 4160 34 0 1788864023 921961
0 4178 33 0 1788864023 922577
0 4186 33 0 1788864023 922859
0 4206 33 0 1788864023 923530
0 4234 33 0 1788864023 924499
0 4277 34 0 1788864023 926145
0 4300 35 0 1788864023 926982
0 4315 49 0 1788864023 927779
0 4316 62 0 1788864023 927845
0 4336 43 0 1788864023 928642
0 4363 34 0 1788864023 929724
0 4376 33 0 1788864023 930172
0 4378 33 0 1788864023 930240
0 4397 33 0 1788864023 930947
0 4399 49 0 1788864023 931036
0 4424 36 0 1788864023 931970
0 4448 33 0 1788864023 933102
0 4475 73 0 1788864023 934364
0 4478 43 0 1788864023 934512
0 4479 43 0 1788864023 934558
0 4489 48 0 1788864023 935084
0 4500 34 0 1788864023 935571
0 4504 33 0 1788864023 935724
0 4526 33 0 1788864023 936470
0 4602 36 0 1788864023 939466
0 4714 33 0 1788864023 943475
0 4737 34 0 1788864023 944357
0 4746 36 0 1788864023 944706
0 4780 46 0 1788864023 945988
0 4796 33 0 1788864023 946552
0 4797 34 0 1788864023 946587
0 4815 52 0 1788864023 947253
0 4816 40 0 1788864023 947295
0 4825 34 0 1788864023 947608
0 4834 36 0 1788864023 947993
0 4837 34 0 1788864023 948104
0 4838 34 0 1788864023 948139
0 4841 34 0 1788864023 948241
0 4891 98 0 1788864023 950284
0 4914 33 0 1788864023 951353
0 4925 33 0 1788864023 951743
0 4928 33 0 1788864023 951854
0 4951 40 0 1788864023 952628
0 4953 34 0 1788864023 952699
0 4976 33 0 1788864023 953479
0 5013 34 0 1788864023 954790
0 5020 51 0 1788864023 955056
0 5025 36 0 1788864023 955254
0 5032 34 0 1788864023 955576
0 5086 34 0 1788864023 957603
0 5105 35 0 1788864023 958427
0 5138 40 0 1788864023 959639
0 5200 34 0 1788864023 961922
0 5215 34 0 1788864023 962455
0 5234 36 0 1788864023 963138
0 5259 35 0 1788864023 964131
0 5297 34 0 1788864023 965567
0 5308 46 0 1788864023 966029
0 5312 66 0 1788864023 966268
0 5318 61 0 1788864023 966718
0 5349 34 0 1788864023 968155
0 5366 37 0 1788864023 968849
0 5387 39 0 1788864023 969819
0 5391 39 0 1788864023 969982
0 5394 53 0 1788864023 970118
0 5405 79 0 1788864023 971014
0 5411 42 0 1788864023 971414
0 5438 40 0 1788864023 972918
0 5502 33 0 1788864023 975499
0 5543 34 0 1788864023 976981
0 5582 36 0 1788864023 978378
0 5654 45 0 1788864023 981566
0 5657 70 0 1788864023 981755
0 5660 45 0 1788864023 981900
0 5669 45 0 1788864023 982313
0 5675 33 0 1788864023 982576
0 5696 33 0 1788864023 983307
0 5717 73 0 1788864023 984261
0 5795 57 0 1788864023 987897
0 5829 45 0 1788864023 989224
0 5857 38 0 1788864023 990354
0 5881 34 0 1788864023 991295
0 5894 34 0 1788864023 991757
0 5909 39 0 1788864023 992268
0 5933 33 0 1788864023 993145
0 5946 34 0 1788864023 993602
0 5957 33 0 1788864023 993995
0 5999 40 0 1788864023 995756
0 6000 50 0 1788864023 995809
0 6073 37 0 1788864023 999271
0 6074 36 0 1788864023 999312
0 6094 45 0 1788864024 244
0 6116 48 0 1788864024 1375
0 6230 42 0 1788864024 6793
0 6236 39 0 1788864024 7043
0 6330 42 0 1788864024 10923
0 6332 49 0 1788864024 11025
0 6342 49 0 1788864024 11491
0 6363 36 0 1788864024 12369
0 6368 33 0 1788864024 12539
0 6387 37 0 1788864024 13232
0 6401 37 0 1788864024 13816
0 6457 33 0 1788864024 15899
0 6462 43 0 1788864024 16127
0 6475 35 0 1788864024 16592
0 6517 63 0 1788864024 18684
0 6529 34 0 1788864024 19293
0 6565 38 0 1788864024 20571
0 6617 35 0 1788864024 22416
0 6683 72 0 1788864024 24824
0 6738 33 0 1788864024 26798
0 6747 33 0 1788864024 27102
0 6748 33 0 1788864024 27136
0 6763 37 0 1788864024 27688
0 6808 40 0 1788864024 29329
0 6835 33 0 1788864024 30421
0 6837 50 0 1788864024 30552
0 6849 37 0 1788864024 31022
0 6860 33 0 1788864024 31459
0 6944 64 0 1788864024 35205
0 6954 34 0 1788864024 35590
0 6961 34 0 1788864024 35854
0 6969 51 0 1788864024 36190
0 6999 56 0 1788864024 37849
0 7046 40 0 1788864024 40416
0 7087 33 0 1788864024 42159
0 7093 33 0 1788864024 42363
0 7106 47 0 1788864024 42896
0 7114 46 0 1788864024 43278
0 7130 45 0 1788864024 44028
0 7136 48 0 1788864024 44324
0 7139 48 0 1788864024 44471
0 7173 35 0 1788864024 45837
0 7177 36 0 1788864024 45990
0 7185 47 0 1788864024 46306
0 7190 45 0 1788864024 46536
0 7224 47 0 1788864024 48152
0 7308 72 0 1788864024 52799
