pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 8
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 730989
number of failed transactions: 0 (0.000%)
latency average = 0.109 ms
initial connection time = 23.133 ms
tps = 73259.293898 (without initial connection time)
===LOGS===
0 17 82 0 1788649926 46122
0 23 55 0 1788649926 46531
0 31 69 0 1788649926 47158
0 69 66 0 1788649926 50315
0 126 92 0 1788649926 53993
0 129 0 0 1788649926 54150
0 188 44 0 1788649926 57316
0 190 43 0 1788649926 57407
0 219 0 0 1788649926 59161
0 254 67 0 1788649926 61580
0 260 68 0 1788649926 62019
0 268 71 0 1788649926 62570
0 292 46 0 1788649926 64058
0 321 54 0 1788649926 65485
0 323 45 0 1788649926 65581
0 336 43 0 1788649926 66183
0 338 43 0 1788649926 66273
0 372 61 0 1788649926 68784
0 374 58 0 1788649926 68905
0 375 80 0 1788649926 68988
0 380 54 0 1788649926 69272
0 382 54 0 1788649926 69383
0 403 0 0 1788649926 70621
0 408 0 0 1788649926 70884
0 425 0 0 1788649926 71706
0 464 0 0 1788649926 74098
0 476 0 0 1788649926 74998
0 480 0 0 1788649926 75291
0 483 0 0 1788649926 75510
0 497 71 0 1788649926 76555
0 534 67 0 1788649926 80238
0 548 75 0 1788649926 81375
0 559 75 0 1788649926 82292
0 573 74 0 1788649926 83350
0 654 75 0 1788649926 89701
0 677 66 0 1788649926 91587
0 693 80 0 1788649926 92787
0 703 75 0 1788649926 93497
0 787 75 0 1788649926 99841
0 788 77 0 1788649926 99923
0 814 0 0 1788649926 102005
0 847 75 0 1788649926 105118
0 871 75 0 1788649926 107075
0 877 74 0 1788649926 107518
0 881 76 0 1788649926 107833
0 902 85 0 1788649926 109993
0 915 70 0 1788649926 111018
0 933 73 0 1788649926 112366
0 936 76 0 1788649926 112601
0 954 73 0 1788649926 114040
0 1029 74 0 1788649926 119644
0 1034 71 0 1788649926 120029
0 1051 82 0 1788649926 121374
0 1105 101 0 1788649926 125814
0 1110 76 0 1788649926 126249
