pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 4
number of threads: 4
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 448615
number of failed transactions: 0 (0.000%)
latency average = 0.089 ms
initial connection time = 14.798 ms
tps = 44923.220012 (without initial connection time)
===LOGS===
0 3 67 0 1788649910 14474
0 12 74 0 1788649910 15254
0 14 69 0 1788649910 15411
0 27 92 0 1788649910 16406
0 36 64 0 1788649910 17067
0 38 67 0 1788649910 17208
0 63 72 0 1788649910 19172
0 87 63 0 1788649910 20794
0 94 62 0 1788649910 21218
0 145 67 0 1788649910 24649
0 154 54 0 1788649910 25347
0 163 0 0 1788649910 26091
0 202 44 0 1788649910 29240
0 214 46 0 1788649910 29801
0 236 57 0 1788649910 30793
0 244 58 0 1788649910 31358
0 267 70 0 1788649910 33039
0 285 56 0 1788649910 34294
0 304 58 0 1788649910 35586
0 326 62 0 1788649910 36976
0 346 69 0 1788649910 38240
0 354 95 0 1788649910 38796
0 376 58 0 1788649910 40302
0 395 66 0 1788649910 41628
0 401 68 0 1788649910 42084
0 409 64 0 1788649910 42648
0 429 57 0 1788649910 43993
0 449 69 0 1788649910 45261
0 453 70 0 1788649910 45539
0 460 58 0 1788649910 45925
0 584 67 0 1788649910 53098
0 653 76 0 1788649910 57769
0 665 67 0 1788649910 58477
0 727 76 0 1788649910 63823
0 738 67 0 1788649910 64639
0 747 67 0 1788649910 65382
0 782 55 0 1788649910 68129
0 788 67 0 1788649910 68544
0 801 94 0 1788649910 69689
0 811 70 0 1788649910 70531
0 837 64 0 1788649910 72373
0 844 69 0 1788649910 72859
0 865 65 0 1788649910 74306
0 891 62 0 1788649910 76099
0 901 75 0 1788649910 76736
0 944 58 0 1788649910 79576
0 947 69 0 1788649910 79770
0 985 64 0 1788649910 82237
0 1023 66 0 1788649910 84958
0 1055 62 0 1788649910 87114
0 1100 87 0 1788649910 90436
0 1104 116 0 1788649910 90791
0 1112 68 0 1788649910 91522
0 1145 0 0 1788649910 95245
0 1149 0 0 1788649910 96244
0 1164 73 0 1788649910 97359
0 1173 0 0 1788649910 98075
0 1176 83 0 1788649910 98287
0 1216 64 0 1788649910 101421
0 1238 122 0 1788649910 104412
0 1268 78 0 1788649910 106889
0 1274 77 0 1788649910 107337
0 1283 90 0 1788649910 108110
0 1292 95 0 1788649910 108777
0 1308 81 0 1788649910 110059
0 1324 93 0 1788649910 112094
0 1352 58 0 1788649910 114239
0 1377 75 0 1788649910 116040
0 1387 99 0 1788649910 116791
0 1393 78 0 1788649910 117297
0 1400 0 0 1788649910 117898
0 1408 79 0 1788649910 118641
0 1451 0 0 1788649910 122205
0 1455 0 0 1788649910 122516
0 1490 76 0 1788649910 125342
0 1517 77 0 1788649910 127710
0 1524 83 0 1788649910 128290
0 1526 80 0 1788649910 128452
0 1531 78 0 1788649910 128860
0 1533 74 0 1788649910 129015
0 1540 75 0 1788649910 129657
0 1544 76 0 1788649910 129972
0 1546 78 0 1788649910 130132
0 1553 78 0 1788649910 130686
0 1598 77 0 1788649910 134365
0 1614 121 0 1788649910 135803
0 1658 78 0 1788649910 139639
0 1669 70 0 1788649910 140497
0 1695 78 0 1788649910 142534
0 1713 83 0 1788649910 144205
0 1745 72 0 1788649910 146846
0 1763 85 0 1788649910 148307
0 1765 73 0 1788649910 148469
0 1770 72 0 1788649910 148854
0 1788 86 0 1788649910 150408
0 1800 0 0 1788649910 151457
0 1827 0 0 1788649910 153753
0 1884 56 0 1788649910 158375
0 1892 83 0 1788649910 158974
0 1907 93 0 1788649910 160272
0 1927 76 0 1788649910 162209
0 1942 80 0 1788649910 163422
0 1958 0 0 1788649910 164751
0 1970 0 0 1788649910 165680
0 1976 0 0 1788649910 166351
0 1977 0 0 1788649910 166432
0 1979 98 0 1788649910 166612
0 2008 75 0 1788649910 168964
0 2019 85 0 1788649910 169939
0 2036 72 0 1788649910 171339
0 2045 80 0 1788649910 172091
0 2067 87 0 1788649910 173926
0 2069 86 0 1788649910 174106
0 2083 77 0 1788649910 175312
0 2091 88 0 1788649910 175942
0 2121 84 0 1788649910 178345
0 2127 85 0 1788649910 179012
0 2149 81 0 1788649910 180950
0 2168 67 0 1788649910 182471
0 2222 99 0 1788649910 187563
0 2226 108 0 1788649910 187981
0 2236 88 0 1788649910 188880
0 2268 60 0 1788649910 191176
0 2272 61 0 1788649910 191464
0 2291 61 0 1788649910 192701
0 2299 94 0 1788649910 193240
0 2312 0 0 1788649910 194380
0 2325 83 0 1788649910 195476
0 2332 83 0 1788649910 196056
0 2366 0 0 1788649910 199204
0 2378 94 0 1788649910 200320
0 2394 72 0 1788649910 201727
0 2397 80 0 1788649910 201997
0 2418 147 0 1788649910 204212
0 2450 0 0 1788649910 207287
0 2478 81 0 1788649910 209564
0 2489 81 0 1788649910 210513
0 2553 0 0 1788649910 215828
0 2566 0 0 1788649910 216990
0 2567 0 0 1788649910 217081
0 2579 0 0 1788649910 218094
0 2607 0 0 1788649910 220593
0 2652 84 0 1788649910 225125
0 2659 106 0 1788649910 225803
0 2664 76 0 1788649910 226319
0 2669 86 0 1788649910 226730
0 2675 76 0 1788649910 227200
0 2697 82 0 1788649910 229312
0 2722 78 0 1788649910 231690
0 2726 86 0 1788649910 232106
0 2741 77 0 1788649910 233351
0 2742 79 0 1788649910 233436
0 2781 98 0 1788649910 236947
0 2808 91 0 1788649910 239389
0 2811 112 0 1788649910 239669
