pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 4
number of threads: 4
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 477881
number of failed transactions: 0 (0.000%)
latency average = 0.084 ms
initial connection time = 11.283 ms
tps = 47829.711849 (without initial connection time)
===LOGS===
0 5 62 0 1788864627 71879
0 40 42 0 1788864627 73738
0 48 70 0 1788864627 74174
0 57 62 0 1788864627 74879
0 95 43 0 1788864627 76893
0 108 49 0 1788864627 77470
0 130 73 0 1788864627 78761
0 161 482 0 1788864627 81430
0 166 68 0 1788864627 81862
0 172 59 0 1788864627 82243
0 176 65 0 1788864627 82515
0 189 45 0 1788864627 83223
0 217 68 0 1788864627 84972
0 240 54 0 1788864627 86461
0 241 57 0 1788864627 86520
0 256 62 0 1788864627 87415
0 265 57 0 1788864627 87953
0 273 56 0 1788864627 88436
0 291 50 0 1788864627 89403
0 348 65 0 1788864627 93058
0 417 64 0 1788864627 98245
0 419 67 0 1788864627 98379
0 425 87 0 1788864627 98844
0 441 65 0 1788864627 99943
0 451 0 0 1788864627 100659
0 454 46 0 1788864627 100872
0 495 74 0 1788864627 103030
0 512 0 0 1788864627 104115
0 523 70 0 1788864627 104901
0 527 74 0 1788864627 105198
0 542 57 0 1788864627 106117
0 543 67 0 1788864627 106186
0 572 69 0 1788864627 107784
0 607 42 0 1788864627 109879
0 609 45 0 1788864627 109971
0 625 51 0 1788864627 110783
0 659 48 0 1788864627 113107
0 676 0 0 1788864627 114467
0 696 94 0 1788864627 116116
0 700 63 0 1788864627 116366
0 713 48 0 1788864627 117181
0 718 50 0 1788864627 117430
0 721 91 0 1788864627 117658
0 730 52 0 1788864627 118211
0 737 76 0 1788864627 118746
0 752 58 0 1788864627 119901
0 758 57 0 1788864627 120250
0 760 99 0 1788864627 120415
0 778 51 0 1788864627 121529
0 806 53 0 1788864627 123165
0 837 73 0 1788864627 124929
0 922 50 0 1788864627 129835
0 980 63 0 1788864627 133738
0 1014 64 0 1788864627 135829
0 1074 59 0 1788864627 139240
0 1093 53 0 1788864627 140279
0 1116 75 0 1788864627 141472
0 1118 74 0 1788864627 141614
0 1121 77 0 1788864627 141848
0 1164 49 0 1788864627 144313
0 1175 47 0 1788864627 144850
0 1204 0 0 1788864627 146694
0 1205 0 0 1788864627 146755
0 1231 53 0 1788864627 148412
0 1265 87 0 1788864627 150420
0 1277 74 0 1788864627 151295
0 1289 90 0 1788864627 152322
0 1294 77 0 1788864627 152778
0 1302 70 0 1788864627 153326
0 1330 64 0 1788864627 155161
0 1334 59 0 1788864627 155415
0 1338 75 0 1788864627 155822
0 1339 65 0 1788864627 155891
0 1350 63 0 1788864627 156565
0 1353 65 0 1788864627 156797
0 1394 59 0 1788864627 159245
0 1434 55 0 1788864627 161944
0 1481 63 0 1788864627 164648
0 1515 36 0 1788864627 166129
0 1560 71 0 1788864627 168663
0 1567 47 0 1788864627 169048
0 1585 35 0 1788864627 169835
0 1597 35 0 1788864627 170292
0 1622 41 0 1788864627 171327
0 1663 45 0 1788864627 173472
0 1668 69 0 1788864627 173755
0 1680 61 0 1788864627 174481
0 1703 48 0 1788864627 176038
0 1709 73 0 1788864627 176466
0 1756 46 0 1788864627 179572
0 1774 76 0 1788864627 180992
0 1802 69 0 1788864627 182961
0 1815 58 0 1788864627 183773
0 1835 65 0 1788864627 185178
0 1871 56 0 1788864627 187497
0 1872 53 0 1788864627 187553
0 1884 58 0 1788864627 188270
0 1937 65 0 1788864627 191971
0 1939 79 0 1788864627 192139
0 1968 54 0 1788864627 194136
0 1972 47 0 1788864627 194322
0 2041 68 0 1788864627 199114
0 2054 74 0 1788864627 200186
0 2066 68 0 1788864627 201096
0 2073 60 0 1788864627 201564
0 2155 37 0 1788864627 205966
0 2161 37 0 1788864627 206212
0 2170 36 0 1788864627 206545
0 2240 78 0 1788864627 211240
0 2317 45 0 1788864627 216691
0 2322 72 0 1788864627 217049
0 2324 69 0 1788864627 217208
0 2341 0 0 1788864627 218701
0 2353 104 0 1788864627 219694
0 2356 70 0 1788864627 219929
0 2377 50 0 1788864627 221472
0 2379 49 0 1788864627 221575
0 2400 51 0 1788864627 222750
0 2401 53 0 1788864627 222805
0 2428 57 0 1788864627 224240
0 2443 58 0 1788864627 225159
0 2474 50 0 1788864627 227019
0 2489 50 0 1788864627 227792
0 2522 77 0 1788864627 229734
0 2548 66 0 1788864627 231667
0 2570 94 0 1788864627 233369
0 2609 89 0 1788864627 236532
0 2617 66 0 1788864627 237110
0 2620 61 0 1788864627 237323
0 2636 67 0 1788864627 238439
0 2653 68 0 1788864627 239693
0 2667 65 0 1788864627 240796
0 2693 90 0 1788864627 242682
0 2704 70 0 1788864627 243478
0 2730 68 0 1788864627 245500
0 2731 71 0 1788864627 245576
0 2738 64 0 1788864627 246148
0 2739 70 0 1788864627 246222
0 2747 69 0 1788864627 246801
0 2748 67 0 1788864627 246872
0 2832 74 0 1788864627 254883
0 2846 81 0 1788864627 255977
0 2848 84 0 1788864627 256139
0 2866 70 0 1788864627 257390
0 2884 109 0 1788864627 258828
0 2907 89 0 1788864627 260907
0 2945 88 0 1788864627 265005
0 2954 129 0 1788864627 266579
0 3001 56 0 1788864627 271277
0 3018 57 0 1788864627 272477
0 3116 86 0 1788864627 280675
0 3118 75 0 1788864627 280865
0 3133 70 0 1788864627 282020
0 3147 78 0 1788864627 283012
0 3157 62 0 1788864627 283748
0 3174 88 0 1788864627 285035
0 3177 63 0 1788864627 285239
0 3211 64 0 1788864627 287466
0 3235 63 0 1788864627 288981
0 3247 79 0 1788864627 289878
0 3252 91 0 1788864627 290267
0 3272 65 0 1788864627 291843
0 3283 113 0 1788864627 292642
0 3289 52 0 1788864627 293039
0 3325 57 0 1788864627 295366
0 3353 0 0 1788864627 297564
0 3373 71 0 1788864627 299180
0 3397 70 0 1788864627 300814
0 3411 55 0 1788864627 301897
0 3462 70 0 1788864627 304828
0 3468 57 0 1788864627 305206
0 3490 52 0 1788864627 306448
0 3510 50 0 1788864627 307497
0 3565 52 0 1788864627 310483
0 3568 54 0 1788864627 310644
0 3580 66 0 1788864627 311343
0 3643 54 0 1788864627 315549
0 3701 63 0 1788864627 319266
0 3703 302 0 1788864627 319679
0 3708 55 0 1788864627 320085
0 3733 0 0 1788864627 321818
0 3747 177 0 1788864627 322919
0 3790 69 0 1788864627 325774
0 3815 53 0 1788864627 327156
0 3874 61 0 1788864627 330496
0 3891 0 0 1788864627 331681
0 3901 51 0 1788864627 332348
0 3916 47 0 1788864627 333233
0 3935 0 0 1788864627 334177
0 3951 67 0 1788864627 335114
0 3963 0 0 1788864627 335825
0 3964 0 0 1788864627 335901
0 4029 39 0 1788864627 339380
0 4049 0 0 1788864627 340200
0 4077 60 0 1788864627 341857
0 4084 54 0 1788864627 342308
0 4089 52 0 1788864627 342578
0 4102 54 0 1788864627 343309
0 4119 53 0 1788864627 344254
0 4139 56 0 1788864627 345479
0 4146 64 0 1788864627 345909
0 4155 71 0 1788864627 346574
0 4161 64 0 1788864627 346972
0 4178 75 0 1788864627 347908
0 4215 49 0 1788864627 350056
0 4251 51 0 1788864627 351981
0 4270 56 0 1788864627 353070
0 4272 55 0 1788864627 353183
0 4285 51 0 1788864627 354023
0 4303 49 0 1788864627 355064
0 4320 57 0 1788864627 355984
0 4351 53 0 1788864627 357761
0 4370 60 0 1788864627 358843
0 4371 56 0 1788864627 358901
0 4414 77 0 1788864627 361614
0 4467 90 0 1788864627 365150
0 4518 63 0 1788864627 369254
0 4534 66 0 1788864627 370261
0 4574 52 0 1788864627 372451
0 4713 68 0 1788864627 380285
0 4719 50 0 1788864627 380608
0 4725 49 0 1788864627 380934
0 4733 52 0 1788864627 381361
0 4752 58 0 1788864627 382416
0 4758 45 0 1788864627 382725
0 4759 61 0 1788864627 382788
0 4762 49 0 1788864627 382952
0 4774 49 0 1788864627 383542
0 4804 75 0 1788864627 385388
0 4832 49 0 1788864627 387182
0 4889 51 0 1788864627 390563
0 4971 40 0 1788864627 395174
0 4984 40 0 1788864627 395712
0 5016 39 0 1788864627 397020
0 5035 77 0 1788864627 397881
0 5046 60 0 1788864627 398581
0 5055 68 0 1788864627 399256
0 5064 64 0 1788864627 399892
0 5066 75 0 1788864627 400039
0 5111 55 0 1788864627 403010
0 5124 62 0 1788864627 403873
