pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 64
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 713156
number of failed transactions: 0 (0.000%)
latency average = 0.885 ms
initial connection time = 157.947 ms
tps = 72293.602311 (without initial connection time)
===LOGS===
2 1 11848 0 1788985481 194410
5 1 7971 0 1788985481 194431
4 5 98 0 1788985481 195702
4 15 118 0 1788985481 197562
4 20 420 0 1788985481 198786
5 8 1048 0 1788985481 199716
5 11 318 0 1788985481 202100
6 8 677 0 1788985481 202832
4 25 805 0 1788985481 204100
5 17 334 0 1788985481 206446
6 14 430 0 1788985481 206453
5 21 550 0 1788985481 209533
0 23 1014 0 1788985481 209949
1 38 416 0 1788985481 212830
7 30 440 0 1788985481 214817
7 31 535 0 1788985481 215553
0 35 796 0 1788985481 218310
7 37 829 0 1788985481 220905
0 40 847 0 1788985481 222480
3 57 267 0 1788985481 225440
6 30 1047 0 1788985481 226236
0 48 584 0 1788985481 227288
0 51 498 0 1788985481 228635
1 67 812 0 1788985481 229509
0 57 1766 0 1788985481 232841
3 75 451 0 1788985481 233324
1 75 862 0 1788985481 236106
2 86 692 0 1788985481 236376
6 53 447 0 1788985481 237198
3 100 202 0 1788985481 245263
2 109 147 0 1788985481 246086
0 80 154 0 1788985481 250383
0 97 161 0 1788985481 257299
0 109 69 0 1788985481 259174
6 75 3228 0 1788985481 261835
3 160 361 0 1788985481 265632
3 173 256 0 1788985481 270072
4 80 851 0 1788985481 271053
3 179 508 0 1788985481 272669
2 190 188 0 1788985481 273961
2 194 237 0 1788985481 274783
0 140 408 0 1788985481 275171
1 125 369 0 1788985481 278301
3 203 90 0 1788985481 278429
1 127 181 0 1788985481 278635
1 129 131 0 1788985481 278902
2 220 121 0 1788985481 280079
0 162 272 0 1788985481 284286
0 167 274 0 1788985481 286849
3 234 470 0 1788985481 287476
0 172 192 0 1788985481 288103
7 134 198 0 1788985481 288280
7 136 303 0 1788985481 288976
6 94 1183 0 1788985481 289835
2 261 680 0 1788985481 291579
3 247 494 0 1788985481 292134
5 83 731 0 1788985481 293609
2 267 253 0 1788985481 293871
3 251 308 0 1788985481 294225
2 270 192 0 1788985481 294587
2 272 513 0 1788985481 295339
1 191 156 0 1788985481 297752
2 283 77 0 1788985481 298802
0 199 354 0 1788985481 299161
1 198 374 0 1788985481 299571
2 291 115 0 1788985481 300629
2 310 168 0 1788985481 303078
3 287 107 0 1788985481 303212
4 105 151 0 1788985481 303803
2 317 211 0 1788985481 304112
2 320 80 0 1788985481 304387
2 329 104 0 1788985481 305427
3 317 102 0 1788985481 307411
3 318 73 0 1788985481 307493
7 181 1386 0 1788985481 308937
1 228 96 0 1788985481 313672
1 232 343 0 1788985481 314638
7 191 380 0 1788985481 314647
3 326 364 0 1788985481 315177
7 192 360 0 1788985481 315190
1 241 460 0 1788985481 317338
5 101 996 0 1788985481 317853
2 360 478 0 1788985481 318983
4 142 802 0 1788985481 324334
3 340 1030 0 1788985481 325455
4 145 615 0 1788985481 326142
6 134 606 0 1788985481 326149
7 220 309 0 1788985481 327147
6 139 361 0 1788985481 328837
4 152 1059 0 1788985481 331712
7 236 850 0 1788985481 336733
4 165 568 0 1788985481 339744
2 391 1251 0 1788985481 341346
5 118 924 0 1788985481 344399
5 122 396 0 1788985481 346973
0 268 960 0 1788985481 348590
5 127 591 0 1788985481 350474
4 179 390 0 1788985481 351726
0 275 473 0 1788985481 354001
5 132 851 0 1788985481 354204
1 316 1118 0 1788985481 360592
3 374 1297 0 1788985481 360749
5 143 454 0 1788985481 361315
0 295 306 0 1788985481 364382
0 296 386 0 1788985481 364772
2 429 271 0 1788985481 368848
3 382 850 0 1788985481 369599
3 390 200 0 1788985481 372062
0 310 469 0 1788985481 372535
2 436 1026 0 1788985481 376273
0 318 325 0 1788985481 377134
0 339 236 0 1788985481 385085
0 340 163 0 1788985481 385255
0 342 270 0 1788985481 385821
0 378 403 0 1788985481 397414
6 205 672 0 1788985481 399479
0 388 351 0 1788985481 400188
3 441 1721 0 1788985481 400646
0 390 501 0 1788985481 401156
2 470 532 0 1788985481 401722
4 194 1552 0 1788985481 401794
5 197 505 0 1788985481 402384
6 209 908 0 1788985481 402394
4 199 1429 0 1788985481 407636
0 422 610 0 1788985481 409550
5 213 348 0 1788985481 412290
1 341 815 0 1788985481 413911
5 219 610 0 1788985481 416088
7 297 811 0 1788985481 417500
5 221 1060 0 1788985481 417665
0 493 88 0 1788985481 426283
2 514 417 0 1788985481 428065
0 523 156 0 1788985481 432902
2 534 576 0 1788985481 433742
5 261 0 0 1788985481 434264
