pgbench (18.6 (Debian 18.6-1.pgdg13+2))
transaction type: /tmp/bench.sql
scaling factor: 1
query mode: prepared
number of clients: 64
number of threads: 8
maximum number of tries: 1
duration: 10 s
number of transactions actually processed: 660859
number of failed transactions: 0 (0.000%)
latency average = 0.956 ms
initial connection time = 155.826 ms
tps = 66957.288853 (without initial connection time)
===LOGS===
0 1 8325 0 1788866670 740217
3 2 338 0 1788866670 740666
2 5 0 0 1788866670 741040
4 5 485 0 1788866670 742036
2 12 733 0 1788866670 744761
3 10 113 0 1788866670 744792
2 13 82 0 1788866670 744849
4 13 141 0 1788866670 746537
0 11 817 0 1788866670 748372
6 15 953 0 1788866670 749897
0 14 220 0 1788866670 750123
2 26 4776 0 1788866670 754719
7 16 2367 0 1788866670 758236
0 27 380 0 1788866670 760946
4 27 890 0 1788866670 760961
3 33 0 0 1788866670 761545
6 39 1027 0 1788866670 764908
0 30 2381 0 1788866670 766053
2 41 525 0 1788866670 767528
7 26 0 0 1788866670 769889
7 28 0 0 1788866670 771813
0 39 1068 0 1788866670 775233
7 32 1008 0 1788866670 776555
5 29 490 0 1788866670 781135
6 56 0 0 1788866670 787138
7 51 2982 0 1788866670 797322
7 52 118 0 1788866670 797485
0 58 353 0 1788866670 804427
1 100 0 0 1788866670 808980
4 62 1198 0 1788866670 809590
7 82 0 0 1788866670 809934
7 86 0 0 1788866670 810251
1 113 0 0 1788866670 812082
7 113 0 0 1788866670 814513
6 80 363 0 1788866670 814671
7 117 0 0 1788866670 815341
3 90 440 0 1788866670 816405
0 83 1021 0 1788866670 818094
3 93 419 0 1788866670 819105
4 79 251 0 1788866670 821232
2 108 174 0 1788866670 824615
7 151 316 0 1788866670 825339
2 122 194 0 1788866670 827737
1 172 1869 0 1788866670 829728
0 111 270 0 1788866670 830009
1 173 348 0 1788866670 830105
2 127 165 0 1788866670 830112
7 160 210 0 1788866670 830862
2 131 129 0 1788866670 830996
7 161 396 0 1788866670 831316
6 115 325 0 1788866670 831490
3 128 159 0 1788866670 833425
0 127 239 0 1788866670 835754
4 119 542 0 1788866670 836940
6 133 260 0 1788866670 837267
3 145 257 0 1788866670 838192
3 148 422 0 1788866670 839137
3 150 295 0 1788866670 839704
4 132 148 0 1788866670 840796
7 166 1474 0 1788866670 840804
6 142 206 0 1788866670 840902
6 143 178 0 1788866670 841118
0 153 219 0 1788866670 843022
4 143 210 0 1788866670 843030
6 153 457 0 1788866670 843998
2 178 122 0 1788866670 847451
4 163 509 0 1788866670 848711
2 184 2241 0 1788866670 853102
7 197 113 0 1788866670 860307
2 213 104 0 1788866670 860640
2 214 122 0 1788866670 860791
6 174 450 0 1788866670 862313
4 189 197 0 1788866670 863103
6 177 1401 0 1788866670 866153
7 224 111 0 1788866670 867298
7 226 97 0 1788866670 867546
2 242 125 0 1788866670 867720
6 179 109 0 1788866670 867727
4 206 233 0 1788866670 867783
7 236 112 0 1788866670 869013
7 242 235 0 1788866670 869775
4 232 124 0 1788866670 872448
4 238 183 0 1788866670 873495
7 269 115 0 1788866670 874923
7 283 106 0 1788866670 876539
4 254 603 0 1788866670 879268
7 303 145 0 1788866670 879598
7 309 204 0 1788866670 880850
4 261 286 0 1788866670 882427
7 316 234 0 1788866670 882903
0 204 699 0 1788866670 888804
2 318 290 0 1788866670 898762
3 228 520 0 1788866670 900232
2 325 401 0 1788866670 901006
3 235 262 0 1788866670 903597
3 239 366 0 1788866670 904930
6 208 19600 0 1788866670 925552
5 80 209 0 1788866670 934780
4 329 216 0 1788866670 935266
2 363 142 0 1788866670 935481
7 364 450 0 1788866670 935763
2 370 1106 0 1788866670 937822
7 366 1000 0 1788866670 937834
6 219 2685 0 1788866670 937982
0 232 825 0 1788866670 939688
4 356 123 0 1788866670 940005
6 223 556 0 1788866670 941359
5 94 474 0 1788866670 941450
7 371 363 0 1788866670 941456
3 260 418 0 1788866670 941825
2 382 163 0 1788866670 942859
6 225 847 0 1788866670 943263
1 260 1269 0 1788866670 946316
7 386 761 0 1788866670 951081
2 434 121 0 1788866670 952753
1 268 1195 0 1788866670 954189
2 444 157 0 1788866670 956283
